Theta_Actual,Phi_Actual,Theta_Pred,Phi_Pred
55,-55,5.2058891407562,9.25376534222088
55,-35,65.2647193651496,-32.8957171505636
55,-25,-0.414828119429192,2.41122059798096
55,-15,31.0722836581651,-9.12898145350683
55,-5,-53.11312678335,43.4474419522696
55,0,-15.1429395953699,-14.8288625566941
55,35,43.99412138345,-56.0655144825949
55,55,34.5748505857454,28.9177224847074
55,75,-29.5875793734858,-8.94059338029977
55,80,12.6273201721317,-4.21306655958169
55,85,13.1904853257904,19.4924749313241
60,-70,-13.0720064148121,33.3210137379556
60,-50,-56.2217130786623,-0.686029986921719
60,-40,45.3554880009935,11.3237295655132
60,-5,25.9515672903435,-9.40875240946833
60,5,-15.5009159930797,4.71021573068493
60,10,-0.0254297358408815,-5.69932611796298
60,30,-14.2010128340286,-31.2168573344781
60,45,27.9542172112755,-0.504171208279596
60,80,-4.44239204390625,-21.3098586032401
65,-45,24.5474627537705,-8.42592883758901
65,-15,-21.9101104619471,-12.8545724742846
65,10,7.45719392819449,-8.29039670087912
65,35,-46.4983549605608,5.05644835420652
65,50,56.0444689430223,-14.0372430827054
70,-90,22.258776404134,-11.7155888302526
70,-80,-11.4407764049433,24.811239051124
70,-75,-47.7903851716406,4.30859310693356
70,-25,-2.8721123907115,42.2349038701357
70,10,-13.2554054037638,26.865415286382
70,35,41.9135372445382,22.0657746970588
70,45,-59.9911455129572,-8.41887050892593
70,65,-40.5316512727337,-11.5238292655201
75,90,15.9876210188098,-16.9492294913876
80,-90,-4.95924831172237,9.82774060526039
80,-80,4.7375663491845,31.6883116699899
80,-45,34.7609751238209,30.9229418170949
80,-35,3.59342936271034,11.9040603973201
80,-10,-16.2198416180422,-21.2931266445166
80,5,-12.132369579965,-27.4579352504864
80,10,48.4968293663853,-22.7853665010819
80,65,5.10955909589083,2.12230083910112
80,85,-34.6311752063995,53.3671862167397
85,-80,-31.7230800191915,18.1112764818446
85,-55,39.9886592490651,-17.2701259594908
85,5,-21.7797395737108,-46.1442551682608
85,80,-29.5956672061087,-1.71499830746752
90,-75,3.90909518249738,64.0517921354926
90,-65,-38.3485586697937,-15.1405236597378
90,-60,-34.45227227158,-15.5161742629354
90,-50,-21.1915770204908,-18.2907745406786
90,-45,-36.6013075375813,8.45144654929705
90,-40,20.9912632258037,-29.3337709061042
90,-20,-10.6281625721625,-41.8373470115092
90,0,28.5426519689252,-18.033890941919
90,45,-38.4185842538271,1.81088119538226
90,65,16.8906915088911,25.3863372180664
-90,-80,-25.5112541052035,18.4137128001362
-90,-60,2.80183764181573,22.5738709032871
-90,-50,23.3982618151991,20.6105996671204
-90,-20,-48.7455961808346,15.2749019309039
-90,35,-23.9045430877356,41.5498043727332
-90,40,-2.19864131814909,-48.6095082116391
-90,45,-6.18022459919175,-34.5982901814288
-90,70,-74.0464670156964,57.2211191530283
-90,85,24.0605902567455,-2.00356684513462
-90,90,0.440835214593834,-26.668855715248
-85,-20,-8.0749210255527,35.2402539954897
-85,-5,-21.0085706178645,-4.18319599536577
-85,80,-21.2086300720848,-26.4606081106762
-85,85,-35.1946340367268,2.65892531881642
-80,-85,15.0041230512123,13.6111514309386
-80,-45,-18.7347857148732,-26.0792344828472
-80,-15,-20.2528925046457,28.8741948658828
-80,5,-17.7793309329931,-13.3866668840357
-80,10,-49.0530553154482,-8.36473994301355
-80,15,-41.3265466930481,4.93018185478925
-80,30,43.3558384113939,17.5756377074614
-80,55,27.0534510429863,6.78245588633733
-75,-80,6.44174218785652,-16.6342771393769
-75,-40,-5.45696195800936,-2.24618824392478
-75,0,17.0223982396921,15.1046819943817
-75,5,-25.6883171863791,-41.4421585352867
-75,20,-12.9471541541329,-7.405126921247
-75,30,65.8283296890479,-28.147048897752
-75,80,27.1749389330267,11.8123908127002
-75,85,5.57754432839541,-2.10824614439097
-70,-85,14.5369326007127,-17.297596908927
-70,-45,-28.9342515334013,-7.79679695955829
-70,10,7.16455870276238,-61.9392546271259
-70,45,30.5181611684774,-41.4805777703797
-70,75,9.16961824039304,29.2961969669783
-70,90,-6.85228279504147,-0.966120660682609
-65,-80,-31.5233863857946,6.0383310393489
-65,75,-17.6257017664618,-10.9317128203285
-60,-75,-4.57631693678805,-12.6915540493556
-60,-35,7.65084858122835,-9.27194792863626
-60,-30,-14.7918037150737,-15.1194563847235
-60,-25,-13.779070639054,-29.0551488197117
-60,15,0.77163103763377,-2.64998266540373
-60,35,22.9954060488154,-19.0003896871303
-60,40,9.39076087676384,4.4288465281138
-60,45,-18.1415606670086,-3.06458556353185
-60,55,-20.9008894390112,28.9513707784757
-60,60,-6.84055840128658,32.4126109569272
-60,65,22.6169249858917,-57.2972992483071
-60,70,20.4335959114752,4.33415781292392
-60,85,3.08594539893448,-14.0670322059101
-55,-90,43.1024931900239,29.1120090094115
-55,-55,-13.0558653024436,-20.1773594512562
-55,-40,-4.61244481437294,33.20256921949
-55,-35,4.76190893558751,-11.1545243345472
-55,-30,20.3946133051574,-17.0783781528193
-55,-25,6.32486950507523,-2.15370042210357
-55,-15,-25.8081512671016,-23.9018767584442
-55,0,15.6801611069965,17.8952441352295
-55,80,13.7051048981896,-11.2686531923013
-50,-85,-23.0327963515892,-6.17854257861441
-50,-65,16.5751018184542,-5.730912497224
-50,-55,-13.4748146179018,9.29038367436253
-50,-45,-24.2605048774091,42.768115998481
-50,-20,-29.4290678220282,-6.90578480505001
-50,-10,-5.42503536513042,13.5969967517029
-50,10,6.79665584293592,10.0086726139348
-50,50,10.282493111299,24.0861764618549
-50,55,-17.7870698427775,19.6285120986189
-50,70,-29.5702523166732,6.40183973039541
-50,80,-5.85528619693419,-33.9396042964565
-50,85,-4.93751692727659,-13.9155873599801
-45,-85,-12.2267443635787,-21.6222245790228
-45,-55,6.63404086046484,-6.69467999953315
-45,90,14.0488191399714,-14.0419668572795
-40,-65,-22.2342632403397,-28.1723077320263
-40,-50,-41.0984033609211,0.871032796559309
-40,-25,-7.448225515063,-43.3721871894032
-40,-10,-9.03276801917083,-31.1386170266138
-40,5,-7.77936168355132,0.628331459186704
-40,15,-4.15758113936061,20.94815825913
-40,30,-57.8971021845819,-14.0349775439112
-40,75,-23.0317795498247,-41.2388385251492
-40,80,-17.2659985244778,15.9077479720372
-35,-90,-26.6972423778415,-23.6128020293878
-35,-75,-57.4181830905186,0.859853537913842
-35,-65,7.73677763329797,-7.85368533265533
-35,-55,-34.9370417598809,-0.496949570037051
-35,-40,-14.4361511591384,-10.2852934960071
-35,-20,19.4032614825008,-28.7770126585302
-35,-10,8.27562953071964,-16.3741209948322
-35,65,38.4379064833631,-2.12153176588233
-35,85,-1.9094872326467,-34.6515784690715
-30,-90,-34.1930107518078,-6.49948790499738
-30,-75,-1.42198412062696,-5.12099525826664
-30,-50,-1.20998459767801,9.99011867394292
-30,-45,1.40933913480057,-0.776041450930867
-30,-40,5.62880534980803,-17.1946213577141
-30,5,33.0074102769331,44.3094746908793
-30,30,13.476013640571,42.6336126090747
-30,75,-61.6233044731894,19.312754700013
-30,90,41.2945546515245,17.6932206243455
-25,-90,-45.8811005365673,12.9146632867972
-25,-75,-42.4129771075926,6.06772664850926
-25,-15,18.4086977596975,27.3989697359769
-25,-5,13.7861017805167,29.9650052168091
-25,35,-6.47103331361403,13.9143870308378
-25,40,-22.5031340662108,-36.4929080214203
-25,50,-39.0954586330837,14.9140587805027
-25,85,-10.2693537684444,14.2018330733179
-20,-75,25.7205150020935,10.271609508442
-20,-15,38.9339657726327,-22.2308691951255
-20,20,6.29472164513969,48.4779674234966
-20,25,43.2409763875487,-57.0576530551525
-20,45,10.5785816094435,29.9772441831184
-20,60,5.64720254151242,-0.480658494609723
-20,75,9.9633669265817,40.3633087345391
-15,-75,3.13240267703709,26.4251536639529
-15,-65,1.80134773150787,15.901719666597
-15,-45,-13.0164088599187,-32.0467735593928
-15,-30,30.670023792545,-16.9252577014241
-15,-25,12.4959567571464,15.9233563221962
-15,-10,0.0904721737222687,9.14758825907467
-15,20,17.4426947208149,26.5748641308161
-15,35,8.98262703284113,-10.6967656986376
-15,80,-0.852189672360838,45.8656714197838
-10,-90,-11.0063890733266,4.26961326854952
-10,-80,-4.80281638913238,-23.2482916080114
-10,-75,-15.5346429644054,-6.50974249292849
-10,-50,-3.47410761099154,-32.2454295784632
-10,-30,-8.73457889322833,-10.1226549875218
-10,0,-10.6426349655274,-24.5755545437106
-10,10,-1.6850179729244,3.33286636457811
-10,30,6.24098330694576,37.9421985376904
-10,55,6.83732338632283,44.0127730627577
-5,-85,-12.2752344933971,-6.48197381780365
-5,-25,0.649366141987073,-13.8671425318658
-5,-20,-6.90412044947497,-9.14524449554162
-5,5,-3.41351222201032,9.08152139221267
-5,50,10.2003313423863,-4.0231321202861
-5,60,17.2555012321609,-28.9267806575261
-5,75,-15.3314289773152,-17.6565200480657
-5,80,-1.67266203055311,10.2823658822671
0,-75,1.89822382853697,-26.6284354208215
0,-30,-2.1024387108778,-23.4514170199853
0,45,0.0638151660322115,-8.71805285500085
0,50,-0.687166220307351,-13.6201863430389
0,55,3.74571789167979,-11.5574128738114
0,60,-15.3583690505852,-36.3931906809098
0,80,-9.40281352200054,-35.0380507414237
5,-85,-14.054347359978,-19.262458213625
5,-80,-4.48542929526054,-12.3296418595578
5,-35,-6.45695894825629,-17.1967307575741
5,-20,-10.1584604922646,-24.2884966762985
5,20,-3.47363222073485,39.1760273991825
5,65,-1.53311158760403,-11.8598930090527
10,-80,1.03287251055302,-2.48286486799944
10,-70,-5.9400664033916,-5.68205993417302
10,-45,-3.48635249806795,-26.4358193006791
10,-15,-15.3671700515433,-40.2190269580342
10,0,18.7358140318396,-19.0163390242786
10,15,-3.43317662696408,-2.26811818372284
10,40,5.31185259521885,40.7077709543128
10,45,-2.53185505030773,11.8956917089467
10,75,8.81910311672085,8.60715580526336
10,85,0.846058052327233,43.9451857810149
10,90,9.91289575404591,14.6052738472567
15,-65,-21.1328579675148,-6.88270598652052
15,-50,-0.540304657366938,-26.7170949258501
15,-40,-1.15416733058455,-26.6473388989878
15,-15,26.1716102976866,3.5858964104305
15,-5,6.20170360854124,-0.730341806380308
15,5,-17.4230193087414,23.2617015328071
15,10,11.1473851192726,49.5807799486292
15,20,10.3845804595315,22.6664032293284
15,45,40.4200921838724,51.0921316056587
20,-45,-14.7002461929876,8.28417628373365
20,20,6.6170583881462,-14.1253907689265
20,45,8.50990726686809,-21.4737559927119
20,55,-27.6055586316489,19.2440212342068
20,75,-2.67830004752297,-17.3547678724199
20,80,20.9452305834628,40.9774064649569
20,85,14.2225037557946,-25.9896957156054
20,90,-52.0868717723765,-21.5180633147266
25,-75,-3.87900587786533,-5.95147680599663
25,-50,41.3448250160115,-2.07907982812731
25,-45,14.5523820199954,-25.6022725506063
25,-15,1.97521067620241,-32.3587474827559
25,5,48.3724637620138,-21.6720112467912
25,40,-57.7444515683325,-17.1197694696206
25,55,44.7998795477117,14.0339260532106
25,60,15.2747215561873,6.77438853941656
25,65,28.6330715892301,-13.7284849071891
30,-90,-72.3338021056526,-5.95848943408288
30,-80,-20.820011335374,9.31740533591038
30,-35,-20.2349889485109,-1.45129052295015
30,15,5.42861607093486,-1.23783766938003
30,35,31.5151661740025,-26.008716754058
30,70,-15.0556954646353,37.1098670441401
35,-60,-16.1378360002571,27.6274554119136
35,-45,28.696722567974,26.6855376565218
35,-5,-24.2544006255716,-14.4131594660758
35,35,-40.9201393101223,-21.3280916474112
35,50,13.7315752163817,-26.3482851765034
35,60,4.38571813274286,-12.5603412094843
40,-45,-19.544139430058,-17.3864456154775
40,-35,-31.808876244073,-23.5782435214135
40,-10,24.0396194852751,42.8200908530387
40,-5,15.1150763961127,-10.7342011915995
40,30,75.3870687886016,-15.0569568432331
40,50,13.7013819867376,38.0427480467586
40,55,-48.6416205754132,17.2180708570926
40,85,-8.93951062511247,-26.730749359918
40,90,47.4459649605934,-7.89559436440416
45,-55,3.82629665563149,-17.4900775465345
45,10,-11.8305236944939,-2.18363485947535
45,20,-12.3918962706214,-19.4163983848564
45,35,-54.2863232394096,3.0724232178296
45,40,25.286742277723,50.6362491864861
45,60,-5.12042336674583,-0.695118654047407
45,65,-8.88597635399965,7.31269467681384
50,-90,-6.39329356487516,15.9375745222682
50,-80,-7.90601973572334,14.0526252955547
50,-70,-32.6151419745266,23.9176632700391
50,-30,-26.0655902590081,-25.4687021051187
50,-25,6.11140088067972,41.9896835159397
50,-5,-8.45261239229245,2.45954683757852
50,20,37.0104008373032,-31.078904500644
50,25,10.163543236551,28.4384140879234
50,50,4.79454439047651,36.7243904363541
50,60,-27.4855483916396,22.4020661339447
50,85,-15.5602166509506,25.3392072470706
55,-65,-24.0795885738834,-0.699362195304513
55,-50,-4.3653016827967,54.0512993496762
55,-30,-45.3067949267049,-25.1298324073915
55,-5,-12.2228004125151,-3.96162245284896
55,90,43.1089172915334,-38.021698829384
60,-65,4.30204399552878,9.77386280141896
60,-50,74.1131922546299,9.74795477483342
60,20,21.847224619367,26.7055259610315
60,50,-80.1292287828617,4.29437722040054
60,60,77.6717421704996,-16.1680010595647
65,-35,-10.3620927949237,3.16103775210304
65,-20,7.42244411191622,5.17144181841839
65,-10,12.088005711024,-50.8396988646087
65,-5,34.3678826463073,47.4667343236429
65,15,47.7601285656439,-22.0534795022126
65,20,11.1080626141876,-16.8888267614512
65,50,-37.2975992804153,13.7544041453049
65,55,-37.5540700153511,1.10783049389293
65,70,44.9304515124819,41.9766768724972
65,80,4.84796954488239,26.9533678736054
65,90,-8.57307963262297,-11.6311752018099
70,-90,16.2544335663579,-54.3751539978279
70,-55,41.3145052293911,36.9596213783629
70,-30,21.6211294731382,24.4174207632944
70,-15,-44.9017493370726,29.4943385467804
70,-5,35.8452868845477,-21.4420172411194
70,15,-11.0802343162377,17.3373889588254
70,90,-29.5873484178479,-36.0971997919057
75,-80,-16.029364205816,-32.9705441542933
75,-55,15.0953665585681,-19.4629221810133
75,-35,40.7327506319408,-0.712943348728344
75,-30,-10.5848157253614,-17.9187585990208
75,20,-7.33038436098483,-6.80157398887113
75,75,17.2460309267572,0.028700485979231
75,90,15.6837215588869,14.3141660995358
80,-80,28.5727610128381,22.9755084105323
80,-40,25.5425093432084,38.0068466474855
80,-30,-84.4111165173011,-1.38495500979818
80,-20,18.1047368777807,15.86221937476
80,-15,10.7765873491957,0.520648336085262
80,35,52.2947019255456,-16.0688137081912
80,55,31.300613395598,-20.0314616547112
80,65,42.3980197373101,44.9618460231648
80,70,49.2841955160411,27.7720332056754
80,75,-0.183716998174928,-16.0816045241363
80,90,-7.80634627450119,-20.976652982083
85,-75,-14.8555690720673,-14.7970063631068
85,-15,14.4666314323157,-5.39569526943429
85,5,-28.9925859195311,-17.461541735884
85,10,-39.5503565103224,1.83000158308917
85,25,-53.3899424382699,11.6468690200171
85,30,54.8192328933246,28.8658307633721
85,35,55.7311297633179,17.3861769004417
85,40,-1.12665053438355,16.4423200062335
85,45,36.5396037148704,16.3080929364517
85,50,-8.52820875882866,5.39235549273139
85,70,19.6341980874819,11.6890954715764
90,-90,-1.83328122904326,40.3751534400728
90,-10,10.4836056973021,32.4204592415077
90,-5,20.7828289493986,-38.1043034011338
90,55,-55.411813866181,23.0524994685896
90,60,36.3693919601044,-10.0198454907556
90,85,4.05217630678584,35.4225825939818
-90,-65,-92.5825456247763,27.1342508944765
-90,-60,-22.6168570070088,20.2714357316452
-90,-15,-30.1439290463921,-29.1987350888474
-90,10,-20.0760827406632,-4.86999095585863
-90,75,2.13513569026899,-6.89278093377093
-85,-85,3.35978320723164,1.60425125933743
-85,-65,40.4106483200602,9.18795818104456
-85,-50,5.4096312826172,16.5784811601978
-85,-25,-18.0660742072154,27.377579117078
-85,-15,-28.4733368508004,3.93333381100411
-85,30,24.267595335079,25.6429307363286
-85,65,64.9173748824582,33.131408803889
-85,80,11.1177526343866,-26.857492056461
-85,85,27.7693754036344,48.268568212737
-80,-90,-19.7441810498479,1.5181991651779
-80,-80,2.87757409379898,-6.76925114524906
-80,-65,-5.20659518193584,21.945889591282
-80,-40,26.8411900081396,-6.66383485109451
-80,-15,3.87275603431535,-2.469079350563
-80,10,49.2734730746776,-38.0872068316417
-80,50,10.4838377456068,-54.363962701629
-80,70,-0.705684210773175,-18.1319815318884
-75,-80,-5.99385709716235,0.820938187396159
-75,-25,-36.5569865979786,22.3168599075431
-75,5,-11.4899913983235,-16.7926082975318
-75,40,-32.3840463721548,28.9329336331808
-75,70,-7.01110174630525,-12.0032738819185
-75,80,-6.62991204464029,-7.10263008957336
-70,-65,7.20194614505581,14.913489328206
-70,-60,10.5292594469951,-22.5581757425482
-70,-40,2.42172926814272,-12.480876455417
-70,-10,-2.6949749062239,24.4691570086671
-70,0,-41.2647023834769,-54.4954964306082
-65,-40,-38.4500270700294,-23.1813735721334
-65,-15,23.9388240917048,-2.97871076441725
-65,5,9.01423218463231,0.793331746194215
-65,15,0.475863716633782,-5.28761539263018
-65,75,30.4641889771867,-17.6818958647319
-60,-90,29.1508948875415,10.8556308365406
-60,-45,65.3607073383847,33.4334392846867
-60,-30,-7.11007627331277,-13.8814221430647
-60,-20,-14.4216707902078,19.3570597006629
-60,-10,-14.6550998017651,-7.60242549041574
-60,15,-49.0363274236676,-19.8936653015063
-60,50,12.9753187946175,32.989481853383
-60,65,3.40773343288272,10.4743837946478
-55,-80,-9.84342640502015,-44.6740392837069
-55,-60,-0.903923694524977,-27.1652687908812
-55,-45,-37.5700181460453,-2.5512704013528
-55,0,0.806581506396213,8.80626905227937
-55,20,-8.40082805802198,15.9056490748987
-50,-80,-8.43840298905731,-8.04767276775877
-50,-50,24.7030680412995,-43.403012969544
-50,-35,-32.0225173102895,41.3575200621345
-50,-20,-9.02836222541141,5.6470138841326
-50,-15,-11.7363567813376,-9.57264901043089
-50,-5,-3.18557218921909,-25.8057396196084
-50,0,8.17008775637027,-9.28340713131429
-50,20,19.602064077344,32.5922373150428
-50,30,-12.1887868638618,17.5274168562983
-50,45,-26.6659027362075,3.78154077821116
-50,70,-10.1308571298699,-23.4599554708401
-50,85,-29.631780700653,-21.0317362503866
