Theta,Phi,FFT_1,FFT_2,FFT_3,FFT_4,FFT_5,FFT_6,FFT_7,FFT_8
-75,15,0,1,0.373538103995008,0.240208014290649,0.839732481442878,0.314373782548887,0.335578766435588,0.853535823165278
-75,20,0,1,0.531714857365746,0.950323656622234,0.0586488684467651,0.969895211990366,0.553622910506939,0.846772021878019
-75,25,0,0.821521968857014,1,0.553058567044243,0.885788851433189,0.535964021662052,0.992134941255236,0.590322130231296
-75,30,0.459428286075973,0.0906149013896669,0.688601912217447,0,1,0.000232435863879191,0.68677600139139,0.0943667222192243
-75,35,0.022597253141331,0.0174232669382616,1,0.797650555004895,0.521948450935142,0.799533400200691,0.997187946472078,0
-75,40,0,1,0.597869432230545,0.715268209815173,0.722812003877035,0.707193981987769,0.605819699812182,0.932425795084341
-75,45,0.461198413865267,0.122072140592559,1,0.483118746989721,0.675698632734843,0.45990516693214,0.965536156805835,0
-75,50,0.848957658900818,0.407193162384576,0,1,0.266608546123484,0.997061535390466,0.0123824511584587,0.341158290768683
-75,55,1,0.573578565740804,0.780785316111432,0.290376836696271,0,0.294834564106492,0.787398892467953,0.619275248111428
-75,60,0,0.996637112828532,0.175781515912366,0.591891400401369,1,0.592368403519967,0.174964031480157,0.996389981215397
-75,65,0.483998739030702,0.580883136091276,0,0.969691365118777,0.656035990403507,1,0.0332762209577079,0.531357381039075
-75,70,1,0.430575355639422,0.362867931215206,0.179350634920032,0,0.225673277456852,0.42161532239156,0.0934213844429958
-75,75,0,0.453943669408636,0.982743149603198,0.0350948965809248,0.606238527251635,0.0337041161258611,1,0.21589230757722
-75,80,1,0.491907866626932,0.32617592659313,0.632356191213636,0,0.56773848212145,0.231330699824333,0.927273235339491
-75,85,0,0.0580580228921566,0.57904049574804,0.110193188205713,1,0.0339021178037798,0.539203027029201,0.152474333650303
-75,90,0.174668078403973,0.251810348512705,1,0.318349008358524,0.373291501491268,0.273736964964868,0.959769664477594,0
-70,-90,1,0.0146719940734776,0.105237218887977,0.0718658555134188,0.0485708564255062,0,0.193194107206808,0.504313159929336
-70,-85,0.627718222934986,0,0.676227513748064,0.937082728375108,0.611609590117033,1,0.590898203129745,0.76619306185828
-70,-80,0.721147613580212,0.842969413724779,0.0795218911502574,0.263021866976629,0.168984313544209,0.215086167189368,0,1
-70,-75,0.840337563467123,0.982304116968816,0,0.947989718669487,0.121358687592099,0.951008102701232,0.000549156982161162,1
-70,-70,0.23244898356515,0.91401267810787,1,0.0427683925452877,0.544216529092162,0,0.945495897730301,0.947806409748011
-70,-65,1,0.614064169067499,0.113955800200509,0.435124533258906,0,0.420491807024267,0.186084453698328,0.463145406848899
-70,-60,1,0.938310446110961,0.272110463890308,0.676914276771973,0,0.648092269072201,0.279432946249603,0.923990494524795
-70,-55,0.34566023865288,0.791331987837838,0.470026557199563,0.0295454559369195,0.0559744756788666,0,0.503401909974067,1
-70,-50,0,0.766332263441533,0.611388479557869,0.92776355850271,0.696838565917623,0.908791585998917,0.640623818330838,1
-70,-45,1,0.591508558308031,0.728499458750395,0.495247315248088,0,0.495247315248088,0.728499458750395,0.59150855830803
-70,-40,0.273303245671861,0,0.923376130725522,0.11140435845067,0.97000570158345,0.114981194394413,1,0.455847284400676
-70,-35,0.090696005291388,0.926346169715761,0.99133030909718,0.462075338153083,0,0.455001765004607,1,0.836284838829213
-70,-30,1,0.299775756537027,0.254957592053111,0.418791745960884,0,0.435947600994143,0.231769680162885,0.1728278571825
-70,-25,0.734210318187334,0.58378940040694,0.553872397177306,1,0,0.958139644151565,0.496490362460577,0.217899551631128
-70,-20,1,0.712866294136667,0.949684893546152,0.793644606959831,0,0.842968641303458,0.936029818993771,0.12617794394019
-70,-15,0,1,0.344630375383897,0.110601522450901,0.0720023394535066,0.111346849207795,0.347040030063589,0.991410968124946
-70,-10,0.109574275748774,0.431510371557763,0.0611502714700749,0.169782922365272,0,0.102440642482278,0.185093859843524,1
-70,-5,0,0.1772647119666,0.193156618308989,1,0.435219347536306,0.947122961641494,0.116741102947798,0.245999160001342
-70,0,0,0.114545206733275,0.987955784590631,1,0.996092552798381,0.865014381119614,0.828716433075258,0.893690204995503
-70,5,0.451139909585886,0.826492324477539,1,0,0.476840971724648,0.157908127970648,0.872222883096429,0.964886333332057
-70,10,1,0.898267953136112,0,0.588053672817826,0.849340197917936,0.658423095788839,0.145206520116303,0.316692748384377
-70,15,0.242485132356993,0.356642751805752,0.959194105707858,0,0.207639890535169,0.0725287882853599,1,0.233956357620459
-70,20,0.509845432725297,1,0,0.088395044389333,0.434443747972011,0.153828650767995,0.0678134287310437,0.742669865612811
-70,25,0,0.847805161834485,0.349370970914726,0.294519439114085,0.832679666178579,0.298290126466266,0.317665664676191,1
-70,30,0.775738795852109,0.923181136573338,0.657095620309217,0.564377915441707,0,0.566880103651024,0.673495554392882,1
-70,35,1,0.0467843001162178,0.945109804028558,0.440833884724573,0.222756871137619,0.43771316226554,0.959592029960233,0
-70,40,0.0741154687069579,0.388219154728982,0.705072714554235,0.996753035144104,0,1,0.704358252580534,0.394394588830481
-70,45,0.566525410741158,0.988479444782492,0.159635220683549,0.548486522071208,0,0.550226149224617,0.160450564010552,1
-70,50,0.0991962865737991,1,0.245455808659146,0,0.488393353994691,0.00268611241280703,0.251591934047576,0.987444579178444
-70,55,1,0.212057589060648,0.00224247022222554,0.344730265051361,0.00583710768376605,0.345079505247988,0,0.200924923723951
-70,60,1,0.0196380509954052,0.466679578875496,0.456460056353109,0.265830127996829,0.458883593080457,0.46647874722692,0
-70,65,0.928392805270374,0.146521117286147,0.209906186247119,1,0.875002711486161,0.9676237397807,0.136199277344678,0
-70,70,0,1,0.289093340053515,0.745670962610441,0.326957118349017,0.77879846504597,0.399416124860047,0.443697066694942
-70,75,1,0.0743441147550078,0.334799456655992,0.445157330915692,0,0.502967118798157,0.26156959934195,0.649305971201273
-70,80,0.95777622644946,0.232423218277796,0.766398082730158,0.115385574413532,0.252583506074192,0,1,0.4375653382385
-70,85,0,1,0.0787242431492854,0.120925680497945,0.423502650900732,0.124734050360988,0.00860291820591331,0.32314423135872
-70,90,0.337281148309233,1,0,0.454448764329718,0.995622477043192,0.332425016479927,0.219320471417362,0.0473787313458419
-65,-90,0,0.834469002027635,0.777720116424532,0.623660101831458,0.788221013521943,0.58074998244421,1,0.0255522432822685
-65,-85,0.189668005987444,0.531158783548414,0.0384375440479561,1,0.442467261045675,0.866705628274136,0,0.680205670193844
-65,-80,0,0.668394102775834,0.361750471010486,0.00217501570048826,0.071896334508267,0.0351070292245512,0.287085271650529,1
-65,-75,1,0,0.00667622972259708,0.473006353378306,0.917716799239951,0.455812311900925,0.0609741990949121,0.263124161421396
-65,-70,0.00117307913270858,0.687970620849073,0.0754572325258659,0.949639458740205,0.985224515328413,1,0,0.620000316055774
-65,-65,0.315515561906653,1,0.428680078219965,0.208938464590505,0,0.154149022982331,0.456608653498195,0.675547332839827
-65,-60,0,0.134811558695076,0.783945231555569,1,0.798073938107345,0.920417447529013,0.680325250324873,0.743531002657994
-65,-55,0,0.229780129188717,0.193843110321402,0.0312435077766645,1,0.0218718715267552,0.205701388722236,0.291017956999731
-65,-50,0,0.751757054547644,0.777420155507271,0.314141137921929,0.0752437621650318,0.300741782839734,0.712508482168938,1
-65,-45,0,0.897931214470784,0.61814476992731,0.777323432482391,1,0.777323432482391,0.61814476992731,0.897931214470784
-65,-40,1,0.606065006978654,0.798295663375617,0.140869593186127,0,0.147600659949521,0.825368963595829,0.599547531607622
-65,-35,0,0.271354772537209,1,0.0526144099820825,0.316156710353168,0.0531923321680294,0.998864988092169,0.331264600950709
-65,-30,0,0.207510694845369,0.113658156643814,0.264559683595469,1,0.274766636142201,0.132451522385833,0.0720799670113177
-65,-25,0.287704846598947,0.418970193307437,0.625884765659708,0.91320764205039,0,1,0.812192463351799,0.957858840970095
-65,-20,1,0.541904010294821,0.165644077833593,0.245764266236273,0.894654463317546,0.285101693278185,0.372220265190792,0
-65,-15,0,0.954099433862547,0.995568810773195,0.474735267020075,0.0514504956276504,0.465132672476652,0.970858316871748,1
-65,-10,0.0411255423193087,0.266113430727894,0.951875804037716,0.00311504948957432,0.685236781919524,0.0125835721158709,1,0
-65,-5,0.0716539248126428,1,0.342173484578456,0.187510828967587,0,0.222935735184047,0.442725875940385,0.733134115800546
-65,0,0.130925110513594,0.381605715885982,0.00107525992384947,0.0696025256348285,1,0,0.161959670809184,0.633561201954684
-65,5,0.00938262246052142,1,0.188620051924525,0.244135805375126,0.262487533184648,0.357616799134172,0,0.305571989709227
-65,10,0.571494850586205,0.781119758774469,1,0.615464576095988,0,0.423085076967067,0.70013359187948,0.853583897060347
-65,15,0.936562171178275,0.952314130343784,0.47291798645272,0.874996423003834,0,1,0.679321764981777,0.128497780356767
-65,20,0.052640977118097,0.314965119119927,0.243155262131093,1,0,0.99089968183341,0.123157890052499,0.662535492793827
-65,25,0.133935763296766,0.680168527126225,0.467812142899253,1,0.304888238983354,0.907816126432115,0.587879792738001,0
-65,30,1,0.310991533873926,0.00791887160981386,0.876557565786395,0.56009154253796,0.854977966259794,0,0.405736088253645
-65,35,1,0.0970363228521803,0.203937209028454,0.498741737249761,0,0.501882529225121,0.196257799865968,0.0735821610385493
-65,40,1,0.942574383800418,0.0147116090935102,0.374651934381363,0.27580446056196,0.384974568724994,0,0.870434213230854
-65,45,0,0.973791856944175,0.460968832745634,0.0063555908825051,0.105279285945965,0.0192593510428309,0.44404910996177,1
-65,50,0,1,0.095279418117689,0.280850223473151,0.755161876235019,0.28590129878066,0.112747489159154,0.899602793814736
-65,55,0.408891067343936,0.534373313391447,0.372554988950383,1,0,0.995898838646457,0.377164373831811,0.519116974076473
-65,60,0.0815610523815108,0.880296496253017,0.599955572389901,0.0122451057036916,0.863107412041652,0,0.641753815942124,1
-65,65,1,0.110003560875598,0.0469932441991245,0.50939984961202,0.274143830741653,0.482173465417135,0,0.0320389822161371
-65,70,0,0.375046509656392,0.396077797803198,0.17363015012171,1,0.0793791361152825,0.387684409341909,0.553324558355575
-65,75,1,0.267079511439285,0.686105493973172,0.461641556021254,0,0.559773197174143,0.509764182077912,0.288621196895724
-65,80,0.102185530027081,0.248775688221777,0.8133982328092,0.38302545514912,0,0.325832015995173,1,0.927413517081892
-65,85,0,0.519615593485891,0.993930767039465,0.344891869011128,0.0153393537867951,0.170184385418849,1,0.511058124028954
-65,90,0.177385989176742,0,0.333076357297067,0.415363673120949,1,0.266396874844773,0.369376475133522,0.101373618434185
-60,-90,0.582476675771152,0.246851633337637,0.747863788964787,0,1,0.0516575323297913,0.720511394032289,0.702836205576691
-60,-85,1,0.354180061273696,0,0.371984424751583,0.338282290639356,0.359273426432929,0.138887655532276,0.161156537334146
-60,-80,0.223123176463358,0.906701814424213,0,0.788955388568777,0.414344660685162,0.818650383027372,0.044582052092182,1
-60,-75,0,0.773302487999623,1,0.734591085086095,0.665643290736785,0.788443555813523,0.931256909160134,0.75937222793198
-60,-70,0.173771574873473,1,0.175628198458514,0.487572535698328,0.205815277365182,0.532495797823417,0,0.185272403234263
-60,-65,0.548828082056401,0.314145659701686,0.457761046744697,0.526075509774877,0,0.403492393376386,0.43271115483435,1
-60,-60,1,0.301516127143409,0.458271153445075,0.0594626020247881,0.121963897032785,0.0949386822943448,0.474245741489198,0
-60,-55,0,0.677936294243564,0.31950429437243,0.99948342665069,0.308869057968991,1,0.317684278997841,0.6695876571433
-60,-50,1,0,0.0499018641600716,0.222278551518939,0.0709659332389498,0.242806417627172,0.0561172054215726,0.108196097067116
-60,-45,1,8.97992037430178e-16,0.372618154079131,0.31759412956696,0.14967318706374,0.31759412956696,0.372618154079131,0
-60,-40,0.248919068828132,0.108961519991793,0.995976077084217,0.0406721031815555,0,0.0558243012318817,1,0.0301688329135778
-60,-35,0,0.854367943437352,0.44420931829235,1,0.540516895210945,0.997793495456431,0.443708815863509,0.834731854658974
-60,-30,0.854584525933274,0.734830046458252,0.975023934502236,0.726976458469456,0.0834419021567267,0.779577032398426,1,0
-60,-25,0.292214394448878,1,0.931478346036598,0.734105644851214,0,0.897659384807025,0.667761446480435,0.531201534209081
-60,-20,0.116571549462489,0.337616911799763,0.126341350801963,0.409349025708661,0,0.294643549595657,0.267202349145874,1
