FFT_1,FFT_2,FFT_3,FFT_4,FFT_5,FFT_6,FFT_7,FFT_8,Theta,Phi
0,0.992734878473958,0.929411695591737,0.662558767457157,1,0.6513983490224,0.853179872226034,0.900267096447853,30,50
1,0.316588114464141,0,0.562886215026659,0.0202428596639478,0.525715007786019,0.0657047570474654,0.349243650379507,30,55
0,0.460263665908648,0.133854985425473,0.998102426826162,0.650861616559449,1,0.11877260604035,0.519318869468755,30,60
1,0.00254138364539498,0.523534754646565,0.378296172071117,0.150215013702726,0.377894876273926,0.524480711374499,0,30,65
0.247269638639221,0.415028586040551,0.520990363625369,0.00361134218630187,1,0,0.513610165167552,0.421913522249549,30,70
0,1,0.926026243575351,0.374263975316018,0.375135143701014,0.365977699857893,0.901333547687914,0.885261084539019,30,75
0.73859700449052,0.0111222389842652,0.992693448271153,0.0044339819222266,0.599536185047017,0,1,0.0722734973064798,30,80
0.767825650049982,0.0107451067228691,1,0.828984140054777,0,0.827650628919912,0.995184155842444,0.000160206258994714,30,85
0.891533871637385,0.578138772116957,0,0.124739425601761,1,0.124739425601761,0,0.578138772116955,30,90
0,0.952324764097239,0.357305335118754,1,0.90184582463302,0.980096947603679,0.482934068432413,0.51118474131269,35,-90
0,0.55263108255661,1,0.198354699717742,0.0221588576812933,0.260981256173976,0.824247152332947,0.647883025362778,35,-85
0,1,0.0809638804191316,0.363945474616656,0.129097811892797,0.48205978177908,0.195241967156995,0.553559421049124,35,-80
0.561294164137962,0.0120891864735781,0.77939193644483,0.616421694950978,0,0.467377767987919,1,0.763057970532382,35,-75
0,0.546296401576112,0.448640162223521,0.9285649209055,0.915463924706993,1,0.40594616234423,0.714949781176726,35,-70
0.432465062261439,0.0330642355599379,0,0.709009824055513,0.135592683063652,0.626171708861369,0.151412093351659,1,35,-65
0.930581252769744,0.014788255788293,0.998231789505991,0.468022143629357,0,0.463003163246861,1,0.0180106013304774,35,-60
0.865215933525227,0.711581261642883,0.435284107757689,0.172962690363425,0,0.155230385654945,0.399399925764752,1,35,-55
0.11456367460687,0,1,0.414571025834919,0.923215508983729,0.400821658331031,0.965477186906128,0.0794111503960564,35,-50
0.743712690164776,0.0673387525513128,0,1,0.601110774970778,1,1.50584672089096e-16,0.067338752551312,35,-45
0.557472964652266,0.687542840377187,1,0.515387348209327,0,0.501830531244338,0.958495407303715,0.510438390929737,35,-40
0.0949625897587596,0.150362160454378,0.860322630275244,0,1,0.0227785171243376,0.888379406810007,0.193154711966159,35,-35
0.198864738575434,0.166330209879712,0,0.122032174324446,1,0.114211993569718,0.0121055520719441,0.120914760211892,35,-30
0.0336586072103525,0.748448526126879,0.321357049968401,0.0300096051565686,0.0369348298409794,0,0.255949920700887,1,35,-25
0.770519820583444,0.553472537278233,1,0.871369300469512,0.511153133399472,0.808112019005439,0.897826848281366,0,35,-20
0.466006974694875,0.537896779418574,0.00801330686191382,0.327855867430875,0,0.366191639461906,0.137417524104993,1,35,-15
0.485844624228765,1,0.141440850477044,0.617653099820393,0.0648104718012624,0.649745977345436,0,0.547305209250219,35,-10
1,0.245772093917532,0.120717438323676,0.0769001400653992,0,0.198481703801873,0.211320900065459,0.20153949115793,35,-5
0.0553001002602132,0.529140552127632,0.872080652329687,0.055457006692573,0,0.148521715001093,1,0.835339383849656,35,0
0,1,0.622718897907864,0.536657259918815,0.521644545583808,0.56546336040322,0.621260773900933,0.824762476977113,35,5
0,0.973534100624107,0.383735605336708,0.551021511646457,1,0.549463664059976,0.386221698520674,0.965580290746701,35,10
1,0.811366707055883,0.708228146863072,0.525447315283042,0,0.521582962185459,0.7133192996532,0.751561516498218,35,15
1,0.301492391727426,0.0842343732767109,0.335220106778588,0,0.355603456124725,0.124708240657832,0.430468357296727,35,20
0.0139976568591251,0.115518427341295,0.55085525439801,0.531839638234604,1,0.520761600435904,0.564854016370769,0,35,25
0.365602427482865,0.448075969455646,0.00752201448815178,0.999106746071688,0.301025598065806,1,0,0.484057743347598,35,30
1,0.10397263857442,0.167429468103625,0.34315793302241,0.850478921578164,0.319685936975071,0.183164787825837,0,35,35
0.344193343214026,0.862619249860092,0.525873271863202,0,0.819788311745923,0.0395548205610705,0.453377219378312,1,35,40
1,0.390004775484291,0.32971405945105,0.262916327496563,0,0.272358870840902,0.29373326988222,0.213396841319966,35,45
0,0.289176052270018,0.949461848427258,0.0939409014482525,0.528547141692258,0.0601364797797967,1,0.390855346723881,35,50
0,0.639587903177155,0.249477639629595,1,0.489894808950305,0.974603737732702,0.248381889729058,0.45380573918082,35,55
1,0.110923184536207,0,0.695505309971698,0.724125191441687,0.699821155838113,0.00647912611495721,0.082351547722064,35,60
0.790369832676113,0.319218288233986,0,0.032607473737065,1,0.020236486648175,0.0167181024308541,0.237218248214165,35,65
0.52864368137522,0,0.666809779121535,1,0.206037975693036,0.992171440321908,0.700923382139652,0.194672349245926,35,70
0,0.103638003792734,0.761282868630274,0.548969824803452,1,0.528171260694476,0.811235713822902,0.301052552417291,35,75
0.0863578774799685,0.796697708976757,0.573414230495493,1,0,0.999957056263087,0.576163023815367,0.796544118278767,35,80
0.262331008988656,0.422624392622287,0,0.130559636883373,1,0.144633537389134,0.0342267724585336,0.573094584448589,35,85
1,0.473695005605078,0.0883293114216536,0.140585982558956,0.0197694398796755,0.213512589756523,0,0.490842727119627,35,90
0,1,0.128824768620913,0.63076500730288,0.236286470456017,0.65636781851995,0.153985791904082,0.991919169917222,40,-90
0.4753925757214,0.883741215181206,0,0.46338757337255,0.392271752129142,0.307481315497295,0.236676651749834,1,40,-85
0.02569113405675,0.773759595480499,0.388228339210073,0.186761471063727,0.221141135114616,0,0.517592730406354,1,40,-80
0.259190916704643,1,0.669780885504627,0.0804960892308441,0.243559855211402,0,0.703704433203637,0.960981087651654,40,-75
0,0.825134862038593,0.256727962229619,0.422716923778561,1,0.462979662556998,0.397738974937103,0.321894208847619,40,-70
0.591690312766726,1,0.518980152291638,0.580621917644059,0,0.459253725133378,0.358438237162124,0.363937544415753,40,-65
0,0.670990878437882,0.28974004151654,0.93189895784002,0.462383277467257,1,0.385006320037345,0.291771363757649,40,-60
0,0.385944725511114,0.170650660321597,0.991555064961832,0.422227289734281,1,0.16246496943638,0.314876119360852,40,-55
0.370958008816475,1,0.00464555108778897,0.946336878189763,0.945631989971051,0.950440199981652,0,0.969909083665807,40,-50
0.291883037500836,0.999999999999999,0.105683211131861,0.761510661968858,0,0.761510661968858,0.105683211131861,1,40,-45
0.482501005528161,0.710367472978958,1,0,0.882453518575352,0.00161532373369282,0.997840252679586,0.714249766645982,40,-40
0.286942080778441,1,0.51024215624579,0.37077835470904,0,0.368253111289403,0.502766704690505,0.884824558757655,40,-35
0,0.667957219365297,0.199134805837759,0.305173642825835,1,0.278788944101062,0.170528709066773,0.827648842663498,40,-30
1,0.0375017929522795,0.672622980348355,0.263441420321826,0,0.3597673002421,0.879999562948086,0.727136505964347,40,-25
0.755591110696274,1,0.64129235449345,0,0.400461404817996,0.103511907536035,0.410899490331281,0.816449181255028,40,-20
0.538835044717778,1,0.316044763485165,0,0.543284624739137,0.199663726916535,0.624022828344243,0.678072814579325,40,-15
1,0.872116610024921,0.410178097246993,0.326646125617662,0.853679803215945,0.543115112424834,0.0801245051019962,0,40,-10
0.0246012016752727,1,0.0156840360835177,0,0.435045585508632,0.033777805636884,0.160828719069695,0.572127752596848,40,-5
0.44290332799647,0.938749950221915,0.0184259704466819,0.182137513845386,0,0.177541170529591,0.0152521327164751,1,40,0
1,0.967215047565465,0.295444252052095,0.00526139286958344,0,0.0316024797859121,0.339440320532215,0.934613793421605,40,5
0.249314509084722,1,0.0928115297825648,0.228371224042696,0.576978741990314,0.287862060983313,0,0.772077984904069,40,10
0.355080218462982,0.195095009152778,0.539386171511294,0.25832277630704,0,0.240625126205558,0.711704717233431,1,40,15
0.170452951028532,0,0.310041052021252,0.439221174214364,0.219355946296811,0.513376175943628,0.212218683887663,1,40,20
0.240153887978916,0.641791810809351,1,0.159291414675342,0,0.158164527105716,0.87803573430444,0.136116435574864,40,25
1,0.687223736471811,0.227694428689062,0.0472372878518837,0.0923727839767275,0,0.220822551932108,0.53852431450627,40,30
1,0.27876976327757,0.495054736755826,0.497272934486168,0,0.502158395432769,0.522956261787465,0.109847847603772,40,35
0.39149462365381,0.0120377849660915,1,0.56827018921747,0.652328477399589,0.569635290114203,0.993326007486133,0,40,40
0,1,0.412652909927773,0.938374946088092,0.133044427724179,0.952004880255347,0.388500731164541,0.928920002090519,40,45
0,0.861250549151554,1,0.276600913477783,0.00638813987745329,0.278180436821311,0.993011126803933,0.891073755347518,40,50
0,0.828365091777331,0.732197248727713,0.197667602337298,0.0751923287040097,0.176164272372055,0.736817873343529,1,40,55
0,0.555406577232433,0.703702485345121,1,0.184076029242466,0.959121828876536,0.795981181743944,0.300342272488568,40,60
0.646352985249525,0.110012043093096,0,0.340491427079393,1,0.389898101018401,0.0501855650385451,0.00414360908739257,40,65
0.0524832551892087,0.284750793603211,0.165177800780621,0.883757760523508,0.0901071146396933,1,0,0.436915554671961,40,70
0.473644066715876,1,0.292897117053616,0.538802359090876,0,0.61240316945558,0.350181334142794,0.791667346067939,40,75
0.288518289737488,1,0,0.284923698336494,0.0446753134686979,0.335968375705134,0.0544684902396927,0.796612282034702,40,80
0.538841291407152,0.291595412437356,0.294589783063118,1,0.290066976447096,0.997110812508495,0.200767092063104,0,40,85
0.106021181942079,1,0.731966469218127,0.390336431166289,0,0.363946710327687,0.774158534839344,0.948510282634028,40,90
0.0692324000427628,1,0.26721023846979,0.162003467188755,0,0.20168526681885,0.313300398925935,0.847108233589477,45,-90
0,0.992188844380011,0.520323952663932,0.262394190854783,0.0703739566763648,0.246924369070401,0.533832991623628,1,45,-85
0.483027284437209,0.822137609147771,0.14855721295896,0.268602102310767,0.429010676909134,0.196738242274681,0,1,45,-80
0.141337771442222,0.81183124833884,0.0972206138649036,0.211787969005538,0.0446844680847064,0.306471683612439,0,1,45,-75
0,0.380355277096005,0.579353831500056,0.273605876287197,0.204830503635278,0.24613232209423,1,0.165067043549935,45,-70
0.246374717839872,1,0.0762838664846117,0.240767364209427,0,0.383738451759411,0.390969627251915,0.606430586606124,45,-65
0.299874679286665,0.564789120088483,0.239235438981461,1,0,0.939585199438596,0.400433284108936,0.780953816720959,45,-60
0,0.122741572099499,0.0973417639715652,1,0.123114933445047,0.993678488032902,0.130363371650967,0.00238795690073711,45,-55
0.755177095858883,0.959416351893183,0.867646350110623,0.853754711739622,0,0.843260673560846,0.873159822677181,1,45,-50
0.704737449604346,0.520203575642779,0,0.758993664843287,1,0.758993664843287,0,0.520203575642779,45,-45
0,0.368649763901003,0.276386288035832,0.0799904026963276,1,0.0818470725912832,0.272445434352269,0.398809489427122,45,-40
1,0.409079706881573,0,0.278351878829347,0.177045297585667,0.286389435745774,0.0931631733314339,0.718188345947316,45,-35
0.962775341706291,0.212835273596301,0,0.953222893063845,0.132702116905139,0.75347076189047,0.195969436914482,1,45,-30
0.103485613548149,0.352490658627394,0,0.959359563876186,0.919048894993118,1,0.228692747714878,0.412462255392651,45,-25
0.27859516791408,0.838693422493046,0.280878712556773,0,0.122712832378086,0.164101913742811,0.0565235804417085,1,45,-20
0.714801093111868,0,0.136657703398089,0.518589332236246,0.161548448266537,0.510810401185655,0.0594585951566893,1,45,-15
0.0301000768628257,0.452537081522883,0.222447951844281,0.32247854195159,0,0.328977130020971,0.38293940240944,1,45,-10
0,0.614171181374117,0.975183114446477,0.345984868490012,0.0544428645851342,0.329898332050261,1,0.54282243952651,45,-5
0.534352870718951,0.569849026154441,1,0.504772194252488,0,0.432213562690218,0.949643225521464,0.950871211068666,45,0
0.71977851505174,0.414493588023598,0.482627080157507,0.930562804662554,0,0.846906007628376,0.467568232727063,1,45,5
0,1,0.519529218522354,0.421322146110587,0.442742241846738,0.399254401366083,0.331726848826759,0.942227651339709,45,10
0.236975881337102,1,0.774870143600122,0,0.902478784320269,0.0246800918998259,0.420461443430173,0.160772778525154,45,15
0.99554221444072,1,0.0145380780211966,0,0.442953270827248,0.199994243156933,0.411099948855277,0.521180140689533,45,20
1,0.866976178891572,0.416970630084808,0.33901351571852,0,0.534076468443558,0.135411249670875,0.421899864419211,45,25
0.933419540584113,0.0116150274147729,0.222912893222051,0.0510659790665039,0.436047828551046,0.225379096129515,0,1,45,30
0,0.566813641636865,0.875554722948751,0.614343611023796,0.0372086348165014,0.533699557580316,1,0.00946064147711912,45,35
0.0819467426683014,0.341015882114179,0.0653377761143157,1,0,0.999180071974306,0.0621323634402838,0.283250656096251,45,40
0,1,0.279304080519341,0.831702467965503,0.578898114032804,0.831702467965503,0.279304080519341,1,45,45
1,0.30703947499203,0.269148204409319,0.328809447507799,0,0.320375486347819,0.255491632741613,0.348840767011755,45,50
0.169058400642581,0.403584396392407,0.594512346436126,0.983167235352512,0,1,0.53497797057532,0.33913911628067,45,55
0.57050194048186,0.577226363683002,0,0.88492622265464,1,0.993814123972297,0.361513127634629,0.146669539860867,45,60
1,0.162039687627205,0.597695729824373,0.352250188838902,0,0.316871056921433,0.792654214574732,0.996452464273612,45,65
1,0.323032057197886,0.170796636943471,0.843762616546138,0,0.992539954414148,0.0656879309934368,0.866125052007524,45,70
0.129576058508955,1,0.618221882912726,0.239267376582257,0.569457542876587,0.157162129369236,0.271755556320088,0,45,75
0,0.317417638601312,0.537957920348642,0.209510936930887,0.144573471074022,0.147629115100578,0.527334652992863,1,45,80
1,0.915614063186261,0.684923358895608,0.41309150335778,0,0.283986225474086,0.878190740585748,0.447150549665075,45,85
0.0335543031888947,0.978814833654334,0.157087157489593,0.195541489442772,0,0.163174950868902,0.203216596672744,1,45,90
0.28587616358365,1,0.2122829063022,0.283386984872248,0.556582356974783,0.143170457224912,0,0.844793909298403,50,-90
0,0.984856682472838,0.219477038662387,0.244736935677803,0.569762542620163,0.261494881498098,0.20043731453157,1,50,-85
0.0292040214169112,1,0.287797106669045,0.693085692510203,0,0.684631910911582,0.293111987545098,0.847508760404028,50,-80
0.980510881681247,1,0.662458698173351,0.365570008519032,0,0.323124377035612,0.460357248436302,0.452195320717394,50,-75
0,0.705225577482066,0.858836473640163,0.47784787116063,0.225908163037077,0.317856486826544,1,0.409101278049169,50,-70
0,0.0116019978924447,0.767858451275945,0.305946583008218,0.40066529670631,0.359015947349173,0.508705760582841,1,50,-65
0.738713194438987,0.412908959766767,0.787571548096511,0.51888855906859,0,0.617769024035795,0.872638583812421,1,50,-60
0,0.0863967015704923,0.993563558806781,0.375500836525153,0.0684348147830616,0.375609639369345,1,0.12357649464035,50,-55
0,0.122931694954856,1,0.076035275521739,0.473554801541997,0.077705061301956,0.997475582149034,0.131277292610407,50,-50
0,0.500861643705447,0.203740449731443,0.322997308113623,1,0.322997308113623,0.203740449731443,0.500861643705446,50,-45
0,0.864343452389793,1,0.696628483209364,0.421761218742845,0.697599808361752,0.99537233058713,0.855827468230205,50,-40
0,0.827645330709832,0.62028018686469,0.719005719590765,0.504433445797254,0.692031490992139,0.633953362590828,1,50,-35
0,0.949880561365446,0.99243059124027,0.97457610155629,0.654707050019694,1,0.840581081073511,0.590687404770519,50,-30
0.362863155221493,0.912207483636613,0.805220701762531,0.184553287198026,0.195557204786338,0,0.803176934106484,1,50,-25
0,1,0.800895859782029,0.0236802159086918,0.119375346572808,0.162328185640955,0.920107446526805,0.853121584536167,50,-20
0,1,0.283487163141474,0.312175299969208,0.25751118836835,0.28321891476484,0.103207878457113,0.63586023839299,50,-15
0.398197073263376,0.837202268056669,0.367127183746662,0.196209134323572,0,0.227622386169231,0.369486429413177,1,50,-10
0.324120100022407,0.814905976121794,0.403659595182657,0.570994006868797,0,0.601639229350415,0.409119881380755,1,50,-5
0.0896262056164821,1,0.000820351918626483,0.547862137726248,0.0290922558542685,0.552661160215228,0,0.786975922820485,50,0
0.156756694668693,0.696170519338348,0,0.328614767336818,1,0.417154401204782,0.231686077036402,0.75401836762188,50,5
0.118565668228265,0.993769033758806,0.287535826152279,0.707633761324597,0.320280502334454,1,0,0.398665859794599,50,10
0.115532090525207,0.408615660581741,0.236673249675344,0.723202089555252,0.0808035056052855,0.685016936638256,0,1,50,15
0.605652509816108,0.907843772452811,0.619800366178154,0.0336857988857695,0,0.414616380488778,0.320884002252205,1,50,20
0.59906041067048,0,0.625690383119574,0.620021172501561,0.18998075521051,0.378110398640034,0.7216623067424,1,50,25
0.415826315934842,0.608790795178095,0.599584779393694,0,0.197498319246876,0.0169060922555159,0.686361369942917,1,50,30
0.299638479211563,0.327466222047666,0,0.115697554996497,1,0.0806679354442611,0.040742534384717,0.0887092976883725,50,35
0.232860760570664,0.996074780727149,0.524861480545153,0.12505802738221,0,0.126678151966234,0.520843450757812,1,50,40
0,0.98165430142104,0.583683818377418,0.447399612009995,0.41730550450257,0.436303684849747,0.59874731366795,1,50,45
1,0.376097122413686,0.816158731238313,0.131807380856921,0,0.133682348888103,0.816582748107518,0.387700092838758,50,50
1,0,0.276686656971007,0.174263197723311,0.505173218788863,0.173732692474281,0.31301247178884,0.0560135432483002,50,55
0.507117703199744,0.178198416272162,0.0769310238455805,1,0.874300826990638,0.936996340653439,0,0.34980220554126,50,60
0,0.795140275907374,0.478191974433157,0.427134892613056,1,0.605617310944835,0.293431393345412,0.448969397886615,50,65
0.267935855631961,1,0,0.471474366676841,0.0201012171797797,0.65768745285779,0.144297368686743,0.612697018247552,50,70
0.220810102023007,1,0,0.320726545458661,0.762597252413878,0.0897854730573403,0.200874951161095,0.880129148932302,50,75
0.421777633525977,0.981497308554541,0,0.709913807165347,0.0218127012280056,0.945826309692804,0.272085361536105,1,50,80
0.293042722907661,1,0.481759001842737,0.470942310447257,0,0.457944625792599,0.58578631202208,0.316274803785483,50,85
0.32785755986979,1,0.780255574370531,0.73122691556217,0,0.591182775980634,0.856451570671962,0.609749367524254,50,90
0.0799644932969592,1,0.484264644318179,0.32350699676629,0,0.263624689687279,0.666687770886085,0.812410287748534,55,-90
0.0853694040202383,0.461295402146079,0.261117230192229,0.676486273730014,0,0.59744430616684,0.190141440079611,1,55,-85
0.120637537358037,0,0.358302038601053,1,0.31983306171379,0.999878203432712,0.346474476190581,0.00966108707059535,55,-80
0.948581909700871,1,0.207861127101369,0.282922106255311,0,0.344524378447036,0.126416526156796,0.639871222004148,55,-75
0.313107054565096,1,0,0.451449638799402,0.0659059595718569,0.557360958985618,0.064176571409476,0.626826255168438,55,-70
0.0722225677303807,1,0.578551794386656,0,0.0743238092863234,0.00702320137201532,0.386052079253472,0.0574279400498359,55,-65
0.0455246071550401,0.338911636137827,0.468311162380372,0.102965525507801,0,0.197474328401948,0.529405362141985,1,55,-60
1,0.501863096557838,0.188874981767318,0.014432612074301,0.519117149807461,0,0.203203462399199,0.592371537565311,55,-55
0.0764230767270763,0.557696046221201,0.122266736646995,0,1,0.00516699194194461,0.116973603645389,0.525200092815,55,-50
0,0.782517822728984,0.221743679725942,1,0.357088124476817,1,0.221743679725942,0.782517822728984,55,-45
0.565684667503345,0.951920471666756,0.794140407117138,0.185509685439556,0,0.178225172985201,0.782124096202478,1,55,-40
0.141668880640705,0.774379258097307,0.302429687095575,1,0,0.998309740312257,0.327366469578061,0.696251986366191,55,-35
0,0.624753416224657,1,0.701599068186569,0.642283454825486,0.618220652743492,0.879010735870971,0.820840291091093,55,-30
0,0.829949539009622,1,0.566910830507451,0.753352535394831,0.613758179054176,0.854475870375252,0.282638264342752,55,-25
0.340600823866575,0.478788125904244,0.295625560267973,1,0,0.939252410735122,0.447458845525292,0.0322388427012157,55,-20
0.137486936850169,0.352483665205484,0.141875446427069,0.986703331001505,0.00281664401581806,0.852276427700868,0,1,55,-15
1,0.126026520155979,0.299052088830821,0,0.320096393913475,0.000822593094609808,0.296287953677085,0.123430803115818,55,-10
0.369474048708823,1,0.390368293812478,0.353621557117885,0,0.425959611667609,0.394150018147411,0.967819680703837,55,-5
0.0285274207617369,0.258493695062177,0.0216005767805511,0.20898267534708,0,0.0379718236568254,0.0226730560832934,1,55,0
0.204774008730422,0.305861184104773,0.50340125250317,0.350112888862846,0,0.48717593861193,0.409604027083337,1,55,5
0.000718813321735087,1,0.089765811937174,0.00790766536179461,0.269272349132049,0.00775326616593179,0.11264086761809,0,55,10
0.445835036502449,0.362448144295603,0.119472282971852,0.455078695892566,0.146119940710967,0.306684835965122,0,1,55,15
0.443754544770509,0.928654052473002,0.351785397263558,0.517546397445399,1,0.561417334027967,0.258425317500907,0,55,20
0.262843488317299,0.168761437212738,0.743704544790893,0,0.715405691551975,0.121678513518444,1,0.501444746683403,55,25
1,0.433129312736002,0.210071503961986,0.0263695496647509,0.109727873192399,0,0.165637864602491,0.328084342147232,55,30
1,0.495330262369974,0.748592852627822,0,0.0697755978820513,0.0116050675106391,0.741099585262912,0.326273817471116,55,35
0,0.95170998875074,0.680688912550495,0.218342191305896,0.389861137323435,0.208123712320181,0.655866801955794,1,55,40
1,0.508469322768247,0.937216199991357,0.0386207322591291,0.223180378748373,0,0.924723018335509,0.778096740678525,55,45
1,0.0889305179521605,0.509806461338276,0.0828266434880972,0.568791090854702,0.0673792188484873,0.522833020833005,0,55,50
0,0.910954416251985,0.961620634251854,0.346128793748327,0.084174337024213,0.32945338495638,0.968491002350973,1,55,55
0,0.994191337606326,0.862853713166067,0.917567148710989,0.235175330138642,0.862868514695004,1,0.334912107981339,55,60
0,0.201923921540484,0.119777013276217,0.0813650460685013,1,0.156053409760004,0.252298625356379,0.382414039434182,55,65
0,0.570790748624788,0.193629102475043,1,0.587768901480544,0.923177329928087,0.113576510851805,0.0962708332916873,55,70
0,0.125013340043108,0.517471332929052,0.548412995142713,0.711835974047013,0.328184829371068,0.24178237294001,1,55,75
0.266618716670385,0.176555750422323,0.403395516403687,0.350939282151534,0,0.139021996716362,0.714103394421539,1,55,80
0.0194009521781557,0.581411372865787,0.30657554593916,0.567762479939331,0.0838161042124892,0.62798654529539,0,1,55,85
0.19699125922529,0.911859635397703,0.703525488062666,0.140941703787088,0,0.132909833474322,0.627873029455354,1,55,90
1,0.234354229240064,0,0.225108315529846,0.146257760379039,0.0363538446990211,0.0148462463758613,0.737514129140046,60,-90
0.288872978960749,1,0,0.546026256843831,0.459670768118684,0.573022427275679,0.0905971679674022,0.589752427704338,60,-85
0,0.978426186581588,0.223776908931989,0.18824072578445,0.0706396916325251,0.201972348751598,0.233874164537975,1,60,-80
0.790402842907248,0.930381459350125,0.840721556419183,0.0903259982887328,0,0.0810630795089293,0.918784697851347,1,60,-75
0.0280778274205626,0.190859712509527,0.423976943696452,0.595733595324001,0,0.715793757163843,0.531841137303284,1,60,-70
0.517815222557349,0.285104011226636,0.418069681252699,0.260561463266771,0,0.302646516762886,0.579371431216957,1,60,-65
1,0.412559535551278,0.234442506835786,0.812655237671869,0,0.780148434221281,0.272532537090458,0.733576490458383,60,-60
1,0.683511540685871,0.00230296186791825,0,0.37390257356397,0.00310410394149819,0.000782077887706356,0.709246218384797,60,-55
0,0.353099335244536,0.79080088588606,0.331594714854728,1,0.325879508336403,0.81212697714117,0.272836664323365,60,-50
0.518605937931653,0.603340125697066,1,0.520851146675572,0,0.520851146675572,1,0.603340125697067,60,-45
1,0.557188248736331,0,0.0717587744729926,0.710606461261584,0.0838495699265069,0.0186837779772788,0.459254402349409,60,-40
0,0.365893754099569,0.149436424926847,0.564319441025328,1,0.563258652424687,0.149749963099198,0.362725514880528,60,-35
0.714333824162673,0.565826881243999,0.217582622510476,0.201847205097693,0.230606227491253,0.258720835368119,0,1,60,-30
0.673042488722731,0.24463297037287,1,0.2043228011803,0,0.364540967979406,0.856353416874106,0.820871817984621,60,-25
0.981603566377673,0,0.618098690538951,0.149517480798975,0.735478409457779,0.13338442800387,0.447054748000569,1,60,-20
0,1,0.403151427296098,0.388704614080888,0.351041988855867,0.336444503613211,0.347184010901062,0.98641661958172,60,-15
0,0.909103029868469,0.683006634458585,0.244472971220609,1,0.231796742371094,0.659601212462064,0.941102262629762,60,-10
0.721349562302487,1,0,0.196943005245842,0.169205998896791,0.29978120141008,0.235356813659114,0.109392465973917,60,-5
0.0886519986931392,0.716336467037985,0,0.0796705535710207,0.434277825371286,0.152707836114993,0.216464609780566,1,60,0
0.825469960439148,0,0.0997686218787283,0.357943609526431,0.732622390712427,0.300915454214632,0.212508279643734,1,60,5
0.327724803954268,0.647479848540349,0.70474748789013,0.162314434068172,0.671872110564126,0,1,0.688771142065579,60,10
0.954424971980133,0.555763622853239,0.390006482103355,0.0153193691457456,0.242489929867242,0,0.58590366975064,1,60,15
0.896877288944595,0.428186102264152,0.617017852829937,1,0,0.911808282750449,0.524918134220613,0.399866995984737,60,20
0.0952180418683446,0.835890862892566,0.0815726972643842,1,0,0.940231338143222,0.108963514381892,0.320513704232019,60,25
1,0,0.441758477472336,0.495798902245445,0.335422331303073,0.462573777358886,0.395598267221182,0.064166370309788,60,30
0,0.398217880480045,0.999012703966024,0.74610645584466,0.538278967124977,0.747994187963903,1,0.388092968816035,60,35
0.430560404697016,0,0.975048885221947,0.576660936446388,0.546597082561061,0.553856481359634,1,0.0137931835568006,60,40
0.249815864818057,0.838324724047652,0.51885020845063,0.0274440015569055,0.735520005465391,0,0.479172847027757,1,60,45
0,1,0.310217957082844,0.674614706975645,0.116922959764167,0.684256055563537,0.296210127867401,0.970498954111295,60,50
0.198237980138346,1,0.814139817978285,0,0.823294715016967,0.00400837842022457,0.809543964938285,0.98749463288795,60,55
0.588980882982311,0.528993266426211,0.200046207408147,0,1,0.0142175987478868,0.237502435229941,0.0859371324255207,60,60
1,0.503830034177796,0.316778879759974,0.932805445341946,0.713390554673862,0.906269182223216,0.38521419547282,0,60,65
0.262826075575372,0.909138995188871,0.516092808570639,0.131009212118495,0.355664806641912,0,0.462284963187252,1,60,70
0.477496210196172,1,0.708282935559051,0.251115034272025,0,0.402476343132221,0.651943814102461,0.299573378936154,60,75
0.394730927192812,1,0,0.391635213567562,0.734057576841234,0.343275353596016,0.256043439802087,0.368160943099487,60,80
0.536922014181263,0.389479619706639,0.422979292267317,0.0743271507360956,0.0631874002917512,0,0.609929342419996,1,60,85
0,1,0.466702121881439,0.160739132831303,0.0172882417370962,0.0101131227945654,0.51183182401418,0.432725844925612,60,90
0,0.548587192432772,0.357268887532765,0.309113167097877,0.44574481491016,0.541370396910096,0.0301532912381058,1,65,-90
0.425515337201126,1,0,0.425961405310748,0.778458669327548,0.318746994102176,0.207175761147873,0.657592733800014,65,-85
0.747614108401291,1,0,0.905113477937706,0.215990088161445,0.918161171529226,0.106203362108825,0.959856835102983,65,-80
0.502100936005627,0,0.145232784532394,0.978792375648367,0.293200483925044,1,0.175435134380961,0.0232614737546275,65,-75
0.453158860303074,0.467362789648395,1,0.416641990300935,0,0.387897732227693,0.915802097237774,0.877483527871511,65,-70
0.474731854317704,0.566588010961721,0.0367409198365534,1,0.461730611236038,0.949023113853921,0,0.77719358590173,65,-65
0.481519137996579,0.749895015795241,0,0.722046428414416,0.342917329804726,0.767768388097165,0.00604832545748164,1,65,-60
0.0830573160215556,0.168833199060123,0.983786786151882,0.00552113881926618,0.893003911513812,0,1,0.290774726229923,65,-55
0.261591464419676,0,0.0416409025546551,0.260142549247884,1,0.258966864473928,0.0172678544510907,0.143093708136202,65,-50
0.287022646786229,0.153479423908015,1.80064846839681e-16,0.0060677596121091,1,0.0060677596121091,0,0.153479423908015,65,-45
0.513158166918362,0.00269924555377556,0.514419202202261,0.773613851252071,1,0.808208567143629,0.550151785615619,0,65,-40
0,0.13673708675875,0.320100349870431,1,0.0209754862993325,0.997986569197304,0.336411383712803,0.0784078034821489,65,-35
0.424765195068869,0.416034311543398,0.909267557544885,1,0,0.981149264805818,0.969504753049822,0.412177870368055,65,-30
