FFT_1,FFT_2,FFT_3,FFT_4,FFT_5,FFT_6,FFT_7,FFT_8,Theta,Phi
0.302817110304778,0.74417456766379,0.352903700031011,0.590998127680333,1,0.498596680407113,0.452658257332287,0,-80,90
0,1,0.328956104696591,0.29958369212034,0.00460126226582669,0.285740981222686,0.230025164230729,0.758562306075341,-75,-90
1,0.427080955281302,0.582426196011284,0.909592045317686,0,0.928830959115625,0.691329520596331,0.12858490488898,-75,-85
0.0338972479373866,0.16588482995111,0.480013926618611,0.97561330433875,0,1,0.451577379569901,0.60059048626964,-75,-80
0,1,0.489049887032304,0.210976764754721,0.161226107532926,0.202198908266777,0.482897473766183,0.919677021252578,-75,-75
0,0.418510516241289,0.450173719101334,1,0.713330829209891,0.977515031438832,0.472336994317379,0.593645046204046,-75,-70
1,0.960526822605657,0.68981719783616,0.510424618510258,0,0.443806808474552,0.678719540579259,0.815261212801026,-75,-65
0.305480536678987,0,0.991826330927172,0.359395273935489,0.323052698483615,0.34883040253797,1,0.0483651068814447,-75,-60
0.844412866299654,1,0.079617181823632,0.54446887621853,0.473900731019796,0.491187637432098,0,0.890048784798233,-75,-55
0,0.783980120104786,0.952579726112217,0.60872380230748,0.0283788197449382,0.579065819885715,1,0.71132871974705,-75,-50
0.297033091850638,0.40382403826613,1.83720399511158e-16,1,0.744669384750598,1,0,0.403824038266131,-75,-45
0,0.254216976665403,0.448619407030307,0.325270177256774,1,0.313600054618815,0.419626557971595,0.212312319217699,-75,-40
1,0.0936773122533474,0.494102365245915,0.027617136283858,0.577133143487588,0,0.548547945296517,0.389391537183704,-75,-35
0,1,0.360522421039403,0.977339814259675,0.373670918697438,0.967987308965118,0.378572269711214,0.913349796334345,-75,-30
0,0.747411950501042,0.307757330734193,0.96537684238614,0.802459450727423,1,0.365672228795073,0.47698705660726,-75,-25
0.445421882038556,0.80360177200987,0.0010673383284669,0.30758231179788,0.171372915520176,0.29037386621464,0,1,-75,-20
1,0.850580411208955,0.214648649053549,0.874077481617443,0,0.880815006358243,0.213676611808871,0.854491818382415,-75,-15
0,0.704836975261099,0.798828399315816,0.312645494433116,0.536796170879795,0.256800981319642,0.861307184064922,1,-75,-10
0.440375257462511,0.794719280768138,0.0665672832870758,0.880257216157535,0,0.8571773780224,0.0212511858408374,1,-75,-5
0.417369313922253,0.0882663217208048,0.282854576667298,0.948143113482757,0.119043420779629,1,0.328003562341786,0,-75,0
1,0.177477617526802,0.81539634300021,0.220343968290381,0.634242890578008,0.245714465272476,0.495651327919473,0,-75,5
0.676050113007345,0.519389564580354,0.951361432131299,0,0.897699696654829,0.0513917682553803,1,0.477564592316515,-75,10
0.0226709942284245,1,0.00957693434768615,0.825842454881164,0.400780220345029,0.785113704286539,0,0.951096404150585,-75,15
0.877160238853814,0.368515241052875,0,0.973042870451455,0.10470638272761,1,0.0277950523305416,0.543247510435249,-75,20
0.148267047548666,0.207429462664633,0.144582775402808,1,0,0.994345606463529,0.130517010754436,0.297136863456085,-75,25
0,1,0.27911252704446,0.147080806171698,0.501236454172145,0.147590753782225,0.278469908453875,0.999518444617001,-75,30
0,0.166347486632549,0.82152894057597,0.997866430326,0.232335213315028,1,0.81823768557841,0.173439797961806,-75,35
0.931606540091611,0.552594068271235,0.462614694776392,0.989774916017455,0,1,0.469358287199464,0.480979217248499,-75,40
0.986571716160885,0.803049201354302,0.955070647893996,0.610012055738262,0,0.588150320649122,1,0.586135517433515,-75,45
0.0472220939592173,0.952845596169761,0,0.977020014793334,0.620721786861597,1,0.0325980288043427,0.791034993173617,-75,50
0.741457752003634,0.531745394360626,1,0.352435292271978,0,0.355393854980227,0.998001944654134,0.545215570087133,-75,55
0,0.266556411777114,1,0.67970221234902,0.111458716627995,0.679050375540434,0.999663139843822,0.261493838541105,-75,60
0.30280549812617,0.877003410920997,0.0292172408496139,0.370086560421051,0.979348809777856,0.353951938958366,0,1,-75,65
0.0970681688817396,0.775869989449384,0.959048980355474,0.0321685695660116,0.323202515099072,0,1,0.616615621364025,-75,70
0.0870721008341183,0.594764553125791,0.882592732397169,0.452123608768558,0,0.407814675247605,1,0.0404574763804675,-75,75
0.132327138633212,0.949074813606531,0.731949286007019,0.927434755182252,0,1,0.604271314813302,0.683099874150506,-75,80
0.245533957609677,1,0,0.761397789856043,0.0844968898809005,0.696074856801427,0.0915868119952303,0.619214896848985,-75,85
0,0.0400549799387175,0.157292739454461,1,0.525363005581632,0.975776069502848,0.09933034342047,0.358578017653262,-75,90
0.824086488222027,1,0.170197714223086,0.899290423530769,0,0.830927203310266,0.269552043720175,0.187137689853883,-70,-90
0.674690266136175,0.693941601269731,0.722802041169033,0.682998008076264,0,0.601962095740653,0.634681429932619,1,-70,-85
0.894222466200255,0,0.43969451716255,0.168465941008979,1,0.0668856416772242,0.382553091080185,0.730743655202745,-70,-80
1,0.66330606048056,0.318772832790908,0.000374010362842297,0.86378958523443,0,0.318595189650868,0.651826936519265,-70,-75
0,0.93087057496021,0.517685579375945,0.26986276532034,1,0.29200283203604,0.458610752583449,0.523465747415967,-70,-70
0.731786989682119,0.284232366603594,0.842489485957871,0,0.541040668335568,0.103923652404807,1,0.143538328028783,-70,-65
0.214339481766939,0,0.984434248723784,0.231419038368109,0.737649377533051,0.205866112832942,1,0.241299239397731,-70,-60
0,0.389009771050576,0.277702566986264,0.481913771362402,1,0.486316116721444,0.259351914012095,0.2856748796335,-70,-55
0.388300792988142,0.32834213023019,0.140721729969603,1,0,0.96287479718292,0.208705229486797,0.649377565587952,-70,-50
0.272447200423353,1,0.742179130853395,1.86342219405189e-16,0.287792837412463,0,0.742179130853396,1,-70,-45
0,0.935809135569462,0.688247939281855,0.521105229226098,0.458860446712551,0.547499588368858,0.732036551437977,1,-70,-40
0.738138947670967,0.823479752739095,0.796129413069875,0.0232019541895977,0.009439284248021,0,0.777821588180972,1,-70,-35
1,0.663702022093721,0.542166962754803,0.839689992451699,0,0.812553515004861,0.502896067255951,0.535823352190795,-70,-30
0,0.778478821172629,0.63540397234529,0.510026525867356,1,0.403124100757066,0.4573681156177,0.722528897431557,-70,-25
1,0.65287102874188,0.0206266724345145,0.88339002552304,0,0.816623183802752,0.143608922574287,0.730811975164103,-70,-20
0,0.999131638192962,0.10790083611984,0.138866598087142,0.520818729152454,0.139964985772061,0.110153392606304,1,-70,-15
0.893123739462578,0.670019349839133,1,0.645316777207259,0.57406387058453,0.580577611597978,0.86375149599267,0,-70,-10
0.460223562880774,0.000225155418915514,0.402255924798425,0.768440195408823,0,0.979514926637878,0.339535821189381,1,-70,-5
0.720146168459181,0.545236422227355,0.115750956372439,0.104519887082295,1,0,0.17659971358509,0.658941336980567,-70,0
0,0.383640472938324,0.94918826258494,0.392237925714178,0.758628328924357,0.52466978004103,1,0.457177180026377,-70,5
1,0.945584272720302,0.506357327638062,0.123885288086321,0.183261729784045,0,0.261787734577721,0.840863884288399,-70,10
0.00934851974821564,0.311610020978255,1,0.475781697558021,0,0.621765428570412,0.791188704861586,0.619773509163012,-70,15
0.787833325771391,1,0.963835849120028,0.622183049577722,0,0.646751885750921,0.806760714745431,0.903431994654899,-70,20
0.163194307247524,0.329907237254581,0.0465021087671694,0.619156303619994,1,0.646579119538552,0,0.122027081697911,-70,25
1,0,0.740775011941271,0.139504090771414,0.498687020472508,0.142322823548852,0.734758801692576,0.0381614273303217,-70,30
0,0.306158957752233,0.508574233299044,0.999335822859511,0.381466729804943,1,0.511289353849219,0.287236060541773,-70,35
0,0.263704367694956,0.37948532141006,0.998259286635647,0.141264950974825,1,0.376890200495994,0.24961478808626,-70,40
1,0.0067595221355534,0.515843876481094,0.385438054790827,0.0490299907199664,0.386805835657025,0.513437591084159,0,-70,45
0,0.380900027338262,0.891986336500325,1,0.505862886429749,0.995084719394995,0.885108898590351,0.345598543494894,-70,50
0.208992568059141,0.000535558699135371,0.0793285684097607,1,0,0.995468721505669,0.0849675767715044,0.0464475032733635,-70,55
0.152074757329544,1,0.82184381870333,0.0903742768559024,0,0.0940143776442142,0.810817639109419,0.982297722014815,-70,60
0.192877590543258,0.358299163071247,0.357633124123116,0.959933985316703,0,1,0.343076626139703,0.103808112665568,-70,65
0.39755801348598,0.468832409656142,0.88457980899104,0.989487672957329,0.172739925437173,1,0.999321227980938,0,-70,70
0.507078070988279,0.801708120554425,0.402290704812816,0.0840258212253106,1,0.131313235181905,0.465506341034105,0,-70,75
0.35112149429045,0.585670947638159,0.192865419109952,0.610967148006838,0,0.537097503027191,0.242911592290511,1,-70,80
0.509597023071573,0.357337312734868,0.657927479586793,0.174806569447388,0.0158635059433093,0,0.853743609568075,1,-70,85
0.637604188517891,0.366519831241861,0,0.670375797765225,0.956264444788133,0.534744669741135,0.12843763461652,1,-70,90
0.0505021376313585,0.00811884205655964,0.315638183259056,0.900106842483053,0,1,0.43201778697495,0.9026921987188,-65,-90
0.237252625460983,0.388784862763234,0,0.094484961571629,1,0.190660435125453,0.0799933105826335,0.899996097911886,-65,-85
0,0.674471022415862,0.493038410382142,0.508328905656804,1,0.46414943290782,0.504895735532681,0.410237633707409,-65,-80
1,0.0127042655274284,0.45329922194514,0.752248456741464,0.46152831266265,0.757916855938184,0.4660209322682,0,-65,-75
0.0589195558149513,1,0,0.427149972078263,0.387632901192964,0.392387977550927,0.068477600843145,0.853934567582219,-65,-70
0.276612975656059,0.723724007193675,0.283839352260071,0.978372279907421,0,1,0.284126492287257,0.565232378242333,-65,-65
1,0.0672562267261056,0.0371849862987621,0,0.837104644086229,0.0282344463824751,0.0869038043589586,0.160050106629748,-65,-60
0.179667937122431,0,0.968243666094074,0.296840910727045,0.563535839145581,0.282666833224323,1,0.15451809077819,-65,-55
0,0.200780069923476,0.616893871534143,1,0.883229073846272,0.988941396230493,0.646940389125707,0.0384914101936809,-65,-50
0.468660656587868,4.48710469573407e-16,0.764160528103539,1,0.02610327741435,1,0.764160528103539,0,-65,-45
0.787554464085013,0.630764610528771,0.0483557581310143,1,0.947000880511837,0.988265943474514,0,0.417569101817095,-65,-40
0.272006093180474,0.461408139751055,0.627199732467788,1,0,0.980050045537486,0.655802565166191,0.520110849690164,-65,-35
0.583261074047292,1,0.730335994762272,0.560584823203604,0,0.664272701323615,0.564775915708539,0.189228984286754,-65,-30
0.22562913853429,0.121764186012851,1,0.735101567575189,0,0.79493614061773,0.901409910603884,0.498398522537667,-65,-25
0.400487884461262,0.143538551272111,1,0.349328340927983,0,0.418932437729788,0.762735438231276,0.709350183665314,-65,-20
0.345633385014385,0.893297445643897,0.0362002136544601,0.237487838804939,0.492056355339201,0.228473016541386,0,1,-65,-15
0.533836793840495,0.564330690669611,0.0790388000259436,0.252621398756294,0,0.254942836135071,0.0140726963592231,1,-65,-10
0.199576452193138,1,0.0679585354693881,0.867087698413509,0.162532730855504,0.958802708159197,0,0.935383808611948,-65,-5
0.233296508791408,1,0.683427591912172,0.546892282026546,0.0137954593812337,0.67397391328838,0.670392251170998,0,-65,0
0.853688973699462,0.455115122850487,0.681181631379239,0.0806221604384446,0.0798692789894038,0,0.538140179410238,1,-65,5
1,0.654798253523548,0.053514860507775,0.444068816101241,0.144523755052523,0.237542509585944,0.265133296632328,0,-65,10
0.128639797549683,0.228413298874388,0.96751147975344,0.535558822313074,0,0.617808302466355,1,0.772005584095998,-65,15
1,0.209952084231207,0.0410330375649647,0.288759993073745,0.395672762162844,0.427784316348471,0,0.296162809749479,-65,20
0.341263209781568,0.673585086937589,0,0.250722129400935,1,0.299718029642045,0.082416186252901,0.689954440225324,-65,25
0.187259424314067,0.521002139174464,0.00995660123140731,0.833881308224501,1,0.843120079350999,0,0.611392492053993,-65,30
1,0.999856042889534,0.0404073546864377,0.00251111945965945,0.726587424059727,0,0.0482692979552941,0.972937972532447,-65,35
1,0.426834199717987,0.741782343658773,0.748485754876288,0,0.765993030632055,0.782291695383237,0.626032029758833,-65,40
0.577323371860394,0.935717494016303,0.31736709119087,0.00478447589908895,0.52517088288012,0,0.301049446950824,1,-65,45
0.617300747413113,1,0.601280076358527,0.00351474864701207,0.567774050715617,0,0.603169247803199,0.903558761289858,-65,50
0.642358136688251,0.292577039049688,0.125870855633344,0.998559569370607,0,1,0.124680656371778,0.314087794542381,-65,55
0.642647856526034,0,0.773994311342547,0.999146316778426,0.0762233828331076,1,0.741523280102334,0.122443160401328,-65,60
0.101783269648152,0.897028700747499,0,0.89869362636245,0.607444753857437,0.864406909077164,0.035337958427143,1,-65,65
0,1,0.798220907438529,0.1368871951587,0.104041648670956,0.327172765094427,0.55769505710271,0.295429837841476,-65,70
0.0170827001588897,1,0.682749295546677,0.469603801701843,0,0.470568661681726,0.587442039682287,0.634780785424077,-65,75
0.261656136064482,0.462602629764798,0.267600750503567,1,0,0.889437414327151,0.47784464278854,0.674831890538328,-65,80
1,0.604741245597446,0,0.250760236648714,0.673656075195796,0.199458315422798,0.165817829731122,0.271983167215067,-65,85
1,0.691748250825773,0.0285164251428755,0.00923740352304978,0.157310478210056,0,0.0713684002536175,0.0551569790706515,-65,90
0.401892724529391,0.551718165041143,0.520007175807274,0,0.422349426864986,0.201544391743761,0.564338408025386,1,-60,-90
0.360635453860574,1,0.92265423890228,0.237045532671376,0,0.33443526606846,0.866454701203013,0.835473435286215,-60,-85
0,0.629346528096411,0.380280518208329,0.270533926234637,1,0.276743072226487,0.353894200349506,0.646712775237489,-60,-80
1,0,0.406378238194106,0.451221431426739,0.45800401405473,0.42068414870655,0.42704567201929,0.612007949037995,-60,-75
0,0.535112125134205,0.151287795427602,0.465884883517305,0.603726344453071,0.509981902749086,0.35303208018901,1,-60,-70
0.12689564712663,0.93393958760224,0,0.602685799212571,1,0.711059218999739,0.0116339295295892,0.646148866059871,-60,-65
1,0.532413843793642,0.232062392998649,0.274232629087433,0.0995326902998988,0.274793537777636,0.29943310171131,0,-60,-60
1,0.474661041486356,0.0730762002220936,0.00135343126763486,0.918665784571148,0,0.0756366951662572,0.482090030227692,-60,-55
0.718225286219992,0.628070342440283,1,0.0499443226630009,0,0.060600068002206,0.994075322901416,0.776216965234786,-60,-50
1,0.314681331674652,1.44285891110902e-16,0.158415501080882,0.384234933518542,0.158415501080882,0,0.314681331674651,-60,-45
0.281430974777993,0.05930179198672,0,0.51378606805592,1,0.522570624572132,0.020006427167867,0.171869319497921,-60,-40
0.429003378766727,0.784127659444605,0.826993193440218,0,1,0.000758479990509708,0.823211784128236,0.766071065152018,-60,-35
0.803789810575411,0.428626023475547,0.12740173401502,0.920918687651625,0.401732901006281,1,0,0.846372189363575,-60,-30
0.72614154115371,1,0,0.874106489681533,0.0444197741722288,0.973682259831767,0.0666646767006805,0.747004222972319,-60,-25
0.284547155821231,1,0,0.729866477994203,0.651375650401962,0.800674134384601,0.18474614949838,0.650560867077288,-60,-20
