Theta_Actual,Phi_Actual,Theta_Predicted,Phi_Predicted
0.75,0.305555555555556,0.519037141387309,0.489175585395904
0.555555555555556,0.111111111111111,0.466190059485492,0.522010847525886
0.194444444444444,0.444444444444444,0.552430056748972,0.506632891904979
0.305555555555556,0.972222222222222,0.645036518316953,0.440201733958809
0.333333333333333,0.416666666666667,0.503480183699391,0.461363384956183
0.777777777777778,0.472222222222222,0.627305667940406,0.448657446402588
0.777777777777778,0.0277777777777778,0.372684420542504,0.553209435581861
0.25,0.194444444444444,0.615233761025641,0.451827276231088
0.444444444444444,0.527777777777778,0.522484843410939,0.470311614909225
0.722222222222222,0.777777777777778,0.486668278291388,0.457702382749734
0.972222222222222,0.944444444444444,0.502571299017487,0.461382484378789
0.166666666666667,0.472222222222222,0.520371506233359,0.466731600000008
0.666666666666667,0.972222222222222,0.25192794748129,0.542731380905524
0.638888888888889,0.916666666666667,0.490268777394188,0.548024617948066
0.166666666666667,0.861111111111111,0.469971196145022,0.459845882757074
0.388888888888889,0.138888888888889,0.588282374191522,0.480091569524357
1,0.583333333333333,0.485733175501328,0.472712376321089
0.166666666666667,0.444444444444444,0.500287595170641,0.502779321063434
0.944444444444444,1,0.490584688697309,0.504574878641645
0.305555555555556,0.138888888888889,0.561538716501524,0.470612192428813
0.555555555555556,0.972222222222222,0.59773787928216,0.458393009140221
0.777777777777778,0.277777777777778,0.611538081742417,0.422340660319609
0.944444444444444,0.0277777777777778,0.494923934639885,0.460670721586449
0.861111111111111,0.833333333333333,0.485366925986461,0.51613122767243
0.888888888888889,0.694444444444444,0.55822214953926,0.460411197314459
0.694444444444444,0.416666666666667,0.410137491177859,0.505578615734987
0.277777777777778,0.444444444444444,0.460129398948945,0.471280127967338
0.777777777777778,0.305555555555556,0.615382318242127,0.469644245347912
0.972222222222222,0.333333333333333,0.2612227548718,0.620988432052232
0.472222222222222,0.944444444444444,0.503744627195709,0.495772637729785
0.805555555555556,0.722222222222222,0.460708909379115,0.522244651405449
0.0277777777777778,0.694444444444444,0.462618865946273,0.515383453903941
0.0277777777777778,0.833333333333333,0.646286877176839,0.422456356407184
0.472222222222222,0.527777777777778,0.4124330811111,0.527364218203132
0.388888888888889,0.194444444444444,0.561419669989986,0.492247347367983
0.472222222222222,0.361111111111111,0.583261557228894,0.473583986938136
0.972222222222222,0.861111111111111,0.4679270063636,0.513783859139568
0.694444444444444,0.166666666666667,0.464120058029663,0.521466539765651
0.555555555555556,0.638888888888889,0.555635626767909,0.512408580329306
0.444444444444444,0.555555555555556,0.428782862968889,0.526586974751341
0.138888888888889,0.722222222222222,0.564255728839596,0.506745847625797
0.527777777777778,0.166666666666667,0.496441730371073,0.513454328071255
0.527777777777778,0.944444444444444,0.574300650821274,0.495707368529766
0.611111111111111,0.166666666666667,0.465473909115561,0.532821590595221
0.416666666666667,0.916666666666667,0.495223941873758,0.499768700919872
0.111111111111111,0.944444444444444,0.514834593072117,0.508944847838556
0.111111111111111,0.305555555555556,0.60569052536751,0.500425805845292
0.777777777777778,0.611111111111111,0.444027178929723,0.534822018679517
0.527777777777778,1,0.624322168108957,0.494029260139766
0.888888888888889,0.916666666666667,0.486072013518275,0.525966090258072
0.694444444444444,0.194444444444444,0.538800909998225,0.514583992044945
0.277777777777778,0.416666666666667,0.408640909804982,0.499176079504323
0.888888888888889,0.416666666666667,0.588881394101155,0.503105695216749
0.388888888888889,0.861111111111111,0.508418012179749,0.507742460622167
0.555555555555556,0.305555555555556,0.627588670410009,0.456910393383437
0.0833333333333333,0.138888888888889,0.499413399425925,0.474948743749463
0.388888888888889,0.444444444444444,0.50506719621341,0.525258161643817
0.583333333333333,0.972222222222222,0.564385982982557,0.488788948913825
0.416666666666667,0.166666666666667,0.531205355762884,0.513970381087711
0.916666666666667,0.0277777777777778,0.550299551384336,0.477239599586396
0.25,0.361111111111111,0.512682554827115,0.478758461836194
0.194444444444444,0.333333333333333,0.566837246972252,0.475132229369776
0.527777777777778,0.138888888888889,0.511865968756516,0.51430558812754
0.861111111111111,0.222222222222222,0.502453423192069,0.468920629705314
0.416666666666667,0.694444444444444,0.416129075072483,0.509821642431131
0.611111111111111,0.777777777777778,0.556281954967243,0.492157263670698
0.777777777777778,0.805555555555556,0.549775137918552,0.468692726898028
0.416666666666667,0.305555555555556,0.49826404210245,0.473868323682992
0.277777777777778,0.611111111111111,0.35708888267081,0.519254188011044
0.972222222222222,0.444444444444444,0.69938726866947,0.428502745481675
0.611111111111111,0.75,0.437193685450257,0.490340693156288
0.361111111111111,0.416666666666667,0.549326305379861,0.498282350681273
0.694444444444444,0.527777777777778,0.453632144096369,0.490107981140642
0.861111111111111,0.944444444444444,0.497081938649935,0.504160432093481
0.944444444444444,0.138888888888889,0.460144753509398,0.474765165579751
0.916666666666667,0.611111111111111,0.696285541448397,0.476502427976823
0.0277777777777778,0.0277777777777778,0.43431626517075,0.509369521645422
0.805555555555556,0.305555555555556,0.518255599358225,0.688691998249969
0.305555555555556,0.333333333333333,0.484819234178285,0.466743657479367
0.111111111111111,0.5,0.627835825052447,0.475040248833569
0.222222222222222,0.222222222222222,0.537420938905318,0.455052786877302
0.111111111111111,0.805555555555556,0.414746510794493,0.518307944104218
0.888888888888889,0,0.398422700378673,0.532483702647713
0.444444444444444,0.722222222222222,0.558098943527552,0.494206496954684
0.5,0.75,0.493924904234779,0.512453329748526
0.75,0.138888888888889,0.444756906221784,0.506163179749596
0.5,0.0277777777777778,0.467826745342985,0.537844646074768
0.138888888888889,0.0833333333333333,0.561288239218976,0.457009138386947
0.0277777777777778,0.388888888888889,0.503855338118887,0.487022528301192
0.277777777777778,0.527777777777778,0.421058652305748,0.583278713783114
0,0.944444444444444,0.498049270039417,0.481883769131006
0.138888888888889,1,0.656201898721046,0.443145238336805
0.833333333333333,0.472222222222222,0.437829827364617,0.481612901248975
1,0.111111111111111,0.31163277535378,0.519220186590355
0.916666666666667,0.888888888888889,0.54329666203513,0.466745814486274
0.0833333333333333,0.25,0.446618650085371,0.496449997866161
0.472222222222222,0.416666666666667,0.56593560324069,0.462235499352655
0.75,0.833333333333333,0.462619314281004,0.470761001399829
0.888888888888889,0.305555555555556,0.388344818745725,0.539283120803579
0.861111111111111,0.0833333333333333,0.35857202721116,0.577011293478518
0.0555555555555556,0.916666666666667,0.53632314723748,0.442169673450699
0.0277777777777778,0.0833333333333333,0.475807667280167,0.510933139546465
0.0833333333333333,0.0555555555555556,0.487387240751246,0.456179567916087
0.861111111111111,1,0.5897843058196,0.463447965221558
0.555555555555556,0.388888888888889,0.439273239817847,0.480773147683741
0,0.972222222222222,0.364747780236667,0.559226663759954
0.805555555555556,0.555555555555556,0.521020036460513,0.448970753534781
0.611111111111111,0.527777777777778,0.434963978862488,0.506202051070808
0.361111111111111,0.777777777777778,0.479500950366458,0.503058045028336
0.916666666666667,0.0277777777777778,0.595250021415478,0.438274986332052
0.583333333333333,0.722222222222222,0.436307390365635,0.505639375083289
0.194444444444444,0.305555555555556,0.267344994333166,0.651207157029635
0.833333333333333,0.361111111111111,0.437435474645254,0.546526921702447
0.138888888888889,0.888888888888889,0.526077868784442,0.454333890697655
0.527777777777778,0.111111111111111,0.456664937230525,0.517135806250647
0.0833333333333333,0.138888888888889,0.476588710558284,0.475300750675264
0.944444444444444,0.361111111111111,0.556067437016707,0.45064647713594
0.194444444444444,0.333333333333333,0.447242667575838,0.468995163994407
