Theta_True,Phi_True,Theta_Predicted,Phi_Predicted
5,-55,6.2493848820054,0.47875117148611
-50,-15,-20.1377144870051,-35.3622316829373
-80,80,14.1637399290476,6.71363362805999
-10,-45,-26.9238629338125,-57.1244450045778
-60,-25,10.6407802577986,4.65464060161959
-75,85,16.8167008053739,22.3723695569686
0,-70,13.6088824075372,29.8467408264779
5,10,-15.1466241593135,57.9598919542198
55,-55,1.55707261881177,-25.0380264663874
45,-90,9.44540298865918,113.986825740346
-45,-75,-29.7814214825461,15.8947064944266
50,-80,-25.8615668195312,-22.8935426679319
35,70,-10.2582911650054,-64.6339705302257
0,65,1.51438868890025,-2.63988043641911
10,55,-9.23441092627138,52.3340319820843
-75,35,-12.4163571836427,26.8810675327459
-20,5,-5.04115924297795,-0.140461888081845
-60,70,27.3927973224399,-30.8666711058832
10,90,49.0887778151863,-19.9601800581064
55,-30,-1.92251754025534,24.0146039967052
-10,50,29.6203878547505,14.7129318227327
-80,20,57.2755300184255,11.7194194764184
-35,60,17.2200331899892,-14.9015819441725
5,-10,-75.1328412992409,-23.543359400192
80,55,225.590561195737,27.6199346946279
20,-45,-29.2380816764589,-24.297514402145
45,-30,3.50284469310058,51.2588357253036
-50,0,-9.28710560882604,7.84776031913292
75,-90,-68.7244031276975,25.7837647059258
-25,40,3.97083989931296,34.1751790603601
-55,75,93.8343377472976,-35.2673943279215
-65,-40,2.67484991982923,-47.6433495874077
50,-70,-49.6159979229966,-9.02803523904171
-25,70,23.2617400731354,-15.7492785291377
-50,-20,7.2514371803702,112.034456737228
-40,25,33.5614785632587,-33.4868703626633
-50,-60,-30.5012174705347,-110.987872816746
85,5,93.7013915167855,71.4300819760027
55,-60,11.8535947708152,-31.2448622741687
55,15,0.514736396231385,136.883483596506
75,-10,-6.54146799760639,25.8779262807469
35,60,59.0446849803319,24.6724337139549
85,-35,-10.7941714924631,34.085331139468
40,75,-7.00243956753489,30.4272635689168
10,70,-0.124670868703518,12.9543832294403
80,55,100.162671555215,91.1101881386698
65,-40,-46.825348062088,-66.9255621972684
25,-10,4.12873119751085,-61.9522391894241
60,60,29.3734593070794,-20.4440310249011
-35,-25,-74.1195599295979,15.9642364558801
-15,-25,-15.9174126644243,67.5633159885841
-15,-25,10.1404347655676,-33.5405567822492
-5,55,5.13176238933823,-36.6392473679034
-30,55,-10.3197349328451,33.6607450579825
-25,-30,-70.8742328174524,-54.7353168672652
25,-5,0.984648386544393,0.34057421842769
65,-25,-41.730686977746,-9.65049310426598
85,5,-26.7195655142544,0.609004899435504
-60,5,-86.6345224190676,-44.8215552218453
15,-55,-52.9229395396137,16.0015317025519
80,45,113.477891818874,44.8978015114542
-55,5,-25.0364924896043,-32.8506136846528
65,80,21.6614414875819,19.6735153990209
-60,-20,-36.9730286482806,1.62642111542273
-80,70,-8.94094249012488,-31.4428888326872
-40,75,-35.3064357007261,0.80007393898218
65,-55,-42.0260602458574,36.1274516117483
50,-45,31.0076321137805,71.9735285920906
50,40,-66.7170393739764,-41.2246509555831
35,45,-7.0664428169743,-37.7319902337074
15,45,0.405822758633178,22.339654200023
60,35,-35.2519290886635,41.447695664563
-65,45,-40.3611808436274,117.369745092543
60,15,-34.9435053320081,-86.601908667588
0,-80,12.8437382939779,-60.4009310388829
-40,-85,-6.70042616806143,83.7434962861027
30,40,0.109025781469697,48.1199892774434
75,35,48.0686036279596,-20.7022732695793
30,-25,5.39472228626079,39.4086902314262
-75,15,-71.7442360827874,-55.8443639777193
-85,60,138.850315431274,23.3957387381156
15,-75,26.7213897353335,32.4293022616598
-65,-30,-17.3929883538371,60.7667362734987
65,-15,-4.83634167093685,-27.6737597134906
-30,-60,68.3582398061281,65.6561369818786
-65,-10,-18.7385189756613,-16.1774598170588
-15,-85,-30.9384739394556,75.0379443712527
-85,35,-35.5080259912075,-50.3384181348823
-90,40,-57.4836316363062,-1.26163215914396
45,60,-60.349240601834,-18.3008542691313
25,75,-62.6564933835993,-18.567375619418
20,75,-71.5510652511705,22.4552976318064
-15,-80,-10.4569061667208,-4.14657503561742
55,-85,-43.6819772559391,98.8836410502913
5,-90,20.2565186101341,-57.4914280668882
35,0,-39.8396784003315,39.3290062642562
-40,45,-164.51240436488,43.640157476408
30,-65,-51.5031040020461,50.2880838931432
30,-70,80.3274089895313,58.504446954672
5,-25,-8.36158253116399,-83.5661653962327
-45,-85,24.961104142573,18.2220564967943
45,20,75.2877104232881,-6.44627055022339
-70,-45,37.0129142522319,-14.6702924816718
25,45,-25.4613878298483,37.7250753754629
-90,90,-6.08271980001629,30.1338058704981
60,-80,22.5856418093575,-71.1419439629034
-10,-40,-9.06771751097493,-3.04419437103167
-15,50,6.45064821642762,26.6304630164842
65,5,32.938045076857,33.378030463133
45,-80,-6.79652986342472,-4.75944023910586
75,15,-1.82641794947097,-23.3889913925587
-55,-55,-5.34906586588816,-57.099714760838
-90,-30,-32.4060693232579,-12.3991848254177
-45,-30,-42.2516819398577,-66.786193728587
-55,-50,25.568554754136,55.4483280549445
-5,45,-3.18253918039505,-144.782864235924
65,-30,24.3429974659698,-1.97477776736305
-30,-5,36.4393226402818,-32.4387457275728
75,-50,-21.1647047085248,-61.7971517632245
60,-35,-71.1127276995489,-84.8890635625025
55,-85,22.4278133902627,30.7187888022246
65,5,-7.67764771556084,-21.5427615150377
40,25,9.65703459270998,-51.7892890463766
-85,-55,12.8498031597606,12.945951113814
-65,-60,121.857158188162,-70.7675517911306
40,15,0.625368357079054,13.8202883029386
35,-60,13.0251324624805,-20.8122576782692
70,55,-7.29481285231485,-29.7789175162201
-75,45,-3.73685745485179,-179.21748878168
-80,-70,10.719345639671,-10.1166554342018
50,-15,-10.2743870483639,49.5363577914722
-70,-5,-66.556328362117,-38.4744495166776
85,-5,-74.0915658558588,0.457025396110268
-60,55,-24.4801652716094,23.6488155217183
-70,-75,-57.217848463722,21.318794504993
-50,0,-60.8292666725056,-47.3907970118197
0,-5,-4.85915279001588,3.4979307344861
-20,0,-32.4878980432593,75.0201462787088
-65,-65,-1.66341873287955,52.9709582934439
15,-65,7.40611883694304,-56.0002823887293
-80,0,6.70167878073693,11.8390696245349
0,65,-15.7669154201797,18.4249710133793
-20,65,3.16605101213911,-3.07850568548253
-10,55,6.48466638169957,33.6155087948241
80,20,-29.8484133315911,-43.6276272684024
-5,90,0.141845042696019,-2.2877507342568
65,-70,2.95667489786709,111.442524851436
15,55,-22.5134310428617,28.9433293690868
0,10,15.1421847487931,-73.2850078534907
5,45,18.2928382199388,67.2185659830035
40,-25,33.8649249594933,61.6546630395532
20,60,3.26627856036744,-5.33769155584204
-30,25,-49.8111691204568,49.2055738598523
-80,-70,-50.0350568055828,-97.0839062887139
5,75,22.2133332271547,-41.0879173044237
20,55,59.6276364196191,35.1848455107357
-20,-60,20.779476741191,13.7439307299954
-40,15,25.1284388311995,14.1164656970134
60,80,-21.2505699405635,58.9808729392363
-75,50,-61.2498309108769,-77.5110408962906
-15,-65,-31.5806879089225,58.9163387283712
15,80,14.0894604172896,-17.9525581615805
-60,-10,-10.3419531665941,26.5833988459728
25,35,-6.38715003433894,37.5480029411706
-55,-35,-50.1420131470425,-75.013166044165
35,-75,55.8726275835528,1.65488491275907
45,40,91.9705635318025,26.655287788324
75,10,96.8641605340106,73.3625424708939
65,0,-1.23944875874693,29.6597049422794
-45,20,-30.9966321960045,53.7114126546444
-10,-85,3.16885395663324,-24.7742297212552
-65,-70,19.7378124130536,12.5730815029249
10,-60,-4.04893916378855,101.551975288496
20,10,-3.32829803008003,-39.5969801343448
-70,-25,25.5347076727572,64.4763296354367
0,25,-1.72864433433718,-12.6536357468133
-25,25,16.256146205482,13.3850082922883
25,-25,39.1673678384053,-34.7098793804046
-35,-75,-55.5861970758174,-56.6636762600289
55,-5,-62.9744177537955,-5.0136695936072
40,-30,-46.662728928117,30.1048772035858
15,-5,-6.93502511080888,35.8021358363098
50,-5,-26.0931464881206,-14.8432371426228
85,85,26.7345131088911,36.815750939309
65,55,-89.9657977723707,-28.4909399342488
5,20,-36.9264782724928,-22.4623888318123
-10,0,-55.1432429875798,76.299471030742
-25,-50,-18.3589933980406,27.1165747323648
-55,-25,-77.9388111063859,44.0795712367044
-20,-65,22.8008794454668,87.373105979256
-55,55,-37.157952753086,-61.0041018876691
5,0,-1.47485616696579,-69.230960456452
-30,-90,63.5379787013888,-37.7389686855946
-75,50,-24.308948966915,-37.4855768140347
15,-35,-4.26454457004499,19.1567889314274
-75,-40,-84.9986316973433,-7.07519303193351
75,50,-5.6370826683692,-100.490569307705
-45,-35,18.9507188003222,-9.54041089960953
10,5,8.69252725316711,33.9347914370604
-20,10,-16.5841208065994,-55.3101417458512
-85,-60,-5.21714156127229,-21.9974708634952
15,35,-6.33374345123963,-13.2706725110268
-70,-85,7.10291103613952,-89.6860048370305
90,-90,-44.4192360396733,3.40661390267874
-10,50,-21.9415080340374,47.9229546027972
40,45,18.4976450724273,-1.88183828818732
-85,-90,-145.922435279146,35.6811773365207
65,5,5.88902602161609,10.9055726931952
-40,20,80.5035853547878,25.4160353991024
45,50,29.276418441845,-5.93247972768231
65,-20,-28.5947702747087,109.727727798073
75,20,75.9171612962124,-77.4402447086484
90,55,0.198728582377782,-16.361724466877
-5,60,-15.3244785805114,-26.9431480743856
-40,-60,-38.0295124291399,-48.1847118008673
20,50,-4.47567060346123,33.3162707696142
25,50,11.157682525468,16.5093060202176
50,-70,10.1369428299677,-49.3586585869656
50,-90,0.0821426610219902,-57.3980448901993
45,-75,27.6895755889428,89.6021357112468
65,40,-18.594605015451,-3.12468442060879
-25,0,-28.2184845354361,7.11751946631153
10,65,-8.20179283086915,-7.91577500674619
-25,-75,31.3460415731023,56.1955488577318
-15,45,-1.35332505891031,14.9285286229356
85,90,47.1579067678137,-29.4805968130331
60,55,-117.401384495931,-35.3110900445576
90,-5,-8.2066646676418,18.4199974854003
10,60,-13.1298178310148,-67.7272972468829
30,-30,50.7061221731687,-7.15410151091189
-80,-25,-67.4552249838165,207.501749604476
40,-75,30.0984644379732,-11.7499229131902
-15,25,8.7367586452126,15.6522982154344
-70,65,-105.169777224146,181.411532600322
20,15,3.13004267883306,-18.028951440661
50,-20,7.48294865643734,-19.276930557893
-20,50,6.26810959237719,-16.6243656775816
45,-50,-19.3286093347447,11.3502171224642
-65,80,-133.966317776229,12.638360879282
90,0,-78.969028353426,93.487689444733
-20,-90,-5.67667401794178,-33.8232289070475
-20,0,-5.10945266328854,70.5176101852537
-80,5,-7.97674339651539,17.4760071494386
0,5,-29.2561403379098,3.33319550563651
-25,-10,30.6316408449544,-17.1136276636864
-5,25,10.1416300762668,0.622902646380965
80,60,-46.5857909171015,2.66425361010289
85,-15,37.9958420510164,31.9943598331647
85,-5,118.596114438727,-48.3253657024628
65,-85,38.2238449795574,72.6807383395792
0,-65,3.04626398629614,-6.24873613636402
-65,-45,54.4987915057305,65.971579864232
-60,60,-37.2286517820509,-55.7606041402097
-85,-25,42.7911818976402,-62.4675502135193
60,40,-0.301185714789881,39.7266685297964
-50,-90,-68.8458342002985,-68.3167694043801
-85,40,-50.180033251486,-45.7052509057651
15,-50,3.90877331730042,9.23754767364765
-40,-60,-24.0759656911202,50.1425957675394
45,25,34.7906821333746,-21.5803550980622
-20,75,11.2408097951518,73.3632084023343
25,-25,1.60101776475754,-67.241859230104
-10,55,-2.03528895073582,-25.8625882188149
10,90,-29.5953781227869,72.423491156436
-60,45,-28.7434499814958,83.544689397418
-20,45,-52.1334425661571,-35.1981201280357
75,60,30.0944704561336,-56.4128783754443
55,-50,-101.528091633217,-100.450410470376
-40,85,23.5312170095074,7.19067664224316
-85,-45,41.3134079073848,49.3442786847136
5,-85,30.115181069504,15.1032284282829
60,45,22.1706685740918,29.2400368677803
-90,-75,-46.4070730095853,-27.0169193641015
60,-55,-42.8800986806817,10.2752808665498
45,75,15.6541094711786,33.1629322196876
30,-55,4.35533015238369,-2.22790624592163
40,-90,3.94699822473891,63.3526522891868
-20,40,18.3981228154849,33.3831852688278
-75,70,-18.0471225202656,20.4667150459487
70,-50,-25.0886612266163,-39.4012149261027
-45,-75,-10.5086827193553,-5.71102152029339
25,30,5.05877920820637,-62.7164012577658
30,-75,89.5508361709763,-35.6742669300993
15,45,50.3374816131061,-32.6620656307905
-90,55,78.9655692546985,-13.0650778327044
-20,50,10.3493750166269,36.5325193451475
-45,0,-34.2439273801774,-14.0792673765892
-60,-70,-61.3439878600231,42.884962261432
35,-35,79.5690507529877,-5.43049729957114
40,0,27.2125413947015,-8.737256419573
30,85,-23.6043283733253,51.3205859739039
75,-5,6.45132904771265,48.7803462849344
5,80,18.6443947988851,29.0698828072153
-25,70,-22.3200729329423,-45.4546838046341
-5,60,4.43228045033146,-21.0825881670834
45,-25,-30.9865129537693,59.8338006358474
65,-20,-43.8818011841986,-44.4741683388584
30,30,-63.3079392750694,-7.24358369453738
0,-80,2.14094962644027,84.7702002520919
10,60,15.8831561257975,-38.8808734286647
90,50,10.5524105054806,-73.5010903586171
20,30,8.29202390554022,-37.7025861436438
-40,40,46.9334247653394,40.0746225600144
-20,-5,-21.2485132015663,-35.2107236909766
-70,75,-29.9842575343287,49.4237262515675
-25,65,-59.4929722681788,27.0279025897102
70,-15,27.5108798835663,-21.4371019803733
-30,30,-90.4897712137902,54.3337272841868
-30,15,-21.0124804630336,71.7132710104955
65,40,27.8514368263736,63.0230992144175
-30,0,-184.943612887001,123.191378509594
-40,-35,9.19837853798541,7.95282905801773
90,-40,-55.5734381045592,81.9408707029732
0,90,9.13193422907104,-18.0894940813216
-50,35,-28.5831950511936,23.1128744597463
20,65,-66.4229763445052,45.5797147089155
80,-25,28.7336832633551,21.750678834518
0,-45,35.4215974646167,-13.3308980172785
-75,-10,-92.2505684888,-28.5456201144288
10,85,1.49682609149832,-66.9743170618557
-5,10,6.10451479990539,-48.4726620111502
-25,-80,54.3909066898892,-15.7960712520037
-20,-50,0.0417681684416209,-28.8407676933167
-5,0,13.2670244529868,35.7339850349829
-25,-65,-11.4221751418723,43.1972718441085
-35,-60,-34.786434979322,27.4114978643941
-65,80,-21.8032856378607,-62.0079304045326
25,-5,50.6839534094234,-1.41785340094158
80,-45,40.0295658560071,-53.667267245109
-50,10,35.4211518639914,9.27413364265985
45,45,-2.79949062009547,-47.9052191391718
60,-30,23.7716190163275,50.231276394823
20,-5,-11.4026923010613,-49.1446203698494
-15,5,-41.5249411251987,-54.261598641377
-60,55,-22.6178576395087,76.7933193985674
75,30,153.212522579364,78.5984951363028
-40,70,-1.69674660333003,-2.58492678155926
-65,5,-10.1635495120921,-20.5545847438995
65,-90,-24.9610495728755,6.88552736678794
10,0,-7.55514340439359,-25.0902450316487
-80,-60,-90.7435406049406,63.374635346845
-75,5,61.8109179589994,-21.9103453900468
80,30,16.9102182244182,71.7005278583615
55,-45,17.8721690367931,89.1016017313108
60,-50,-17.2139696937649,66.0757855718334
-40,-55,62.6162010116383,-5.64083901532842
75,-15,-105.056085096699,-109.592303021064
60,60,83.2006578706211,6.9551852328749
70,20,93.2209369405167,-19.3288840484028
0,30,-22.6348836165138,19.9075196776087
20,-20,-19.4731354760136,-25.1144219284043
15,55,9.11378057439335,56.8257553627552
-20,-35,34.5644543784894,22.8370499578578
65,50,48.9338082253036,-87.3707138686753
45,-65,-50.529109855182,13.1591976287428
-60,85,17.2056378702329,28.0293022681209
0,-25,40.3159286352209,-15.6368044534078
85,65,-77.9516742770067,-71.2387269175557
60,0,101.598711859968,43.0281604699694
-70,20,-31.3284900656178,41.6688366115497
-5,5,15.790468450712,-3.27328897583833
-25,70,-51.5018427992801,-68.8878192832146
-45,-70,-2.46851892505209,-29.5211302502127
85,-55,88.7499730164342,56.7058139604044
-90,-55,16.8645502331953,22.3699820544428
-45,-20,-28.1975236671898,13.7514732001822
-15,-50,-3.61862241931851,-72.5390556446481
-75,-35,-17.6530065891013,79.8783663906211
10,20,-11.2075022578806,-0.116298814042295
-55,70,18.6578308510851,53.4312683069057
-40,60,19.2654557226065,-7.26629934185905
90,0,1.68349252358193,-29.8476840946556
80,80,189.791658076755,0.887518833372994
-55,-25,107.364258971163,-83.8028504771492
-80,20,0.419466694984663,2.87862638399656
65,-80,-23.7494465476552,74.6490699288389
80,35,1.66015997457761,-76.7523817874296
-90,90,4.15988992862817,-5.71640783619605
15,75,-16.4556490620279,41.1478806568376
-85,25,-7.79506659130365,-39.2210926107802
80,45,-8.86474193651475,112.401999758649
-85,55,35.304112875621,43.4652909648618
-50,-55,-120.539277288093,23.4814188805988
20,-70,-21.3976894540364,-6.67906498820642
-80,-85,42.9979295145019,-75.3860352051737
-85,-75,19.0396231697318,-34.0850311573897
90,-40,-52.817239828687,-70.8202184093408
70,75,121.062532776492,-40.6490203175488
30,70,-85.0170920047214,31.5824189127543
-30,25,-66.0927089432838,32.1872159125467
75,5,-34.6804467814586,20.9559600179175
-40,20,-50.9370885757226,52.2488506724306
-80,-45,73.5650760333515,12.4549905638799
40,70,1.5920735264407,-71.2388088598094
55,50,93.1278024615663,-48.1008582347886
60,30,19.4253506869167,-10.2881699989948
30,-45,25.2463526513228,-0.945492998956468
-75,5,-36.0219560984702,79.8338596925491
20,-90,13.1439078563118,27.4976484446939
55,75,-3.06119143676651,29.3777477957545
85,-90,-14.2426679835803,-17.3791337682574
50,-30,-24.3073973351044,-49.7598251910987
70,5,35.7668690545493,103.728858349848
-25,55,-16.9210011776249,-54.7918910966424
5,-75,-10.2087332519803,22.1887473563802
30,-85,-55.4700696187839,-57.4459355972293
75,60,-22.1337999142721,-17.4915045066057
-90,-60,-78.8046826410458,71.85766150394
-80,35,-39.5362892894534,-32.9539744629717
-10,85,-8.19014792174913,6.65559244900123
20,-45,5.87222731544465,-108.199368185058
85,-40,-28.6401354088361,107.389312650578
20,-75,-12.9278030460372,31.7123237395457
-10,-5,1.44443363368512,-21.4324387085337
-55,-80,9.55348293700402,31.0681828320881
-75,-70,54.7526143531455,77.831050170009
70,-35,40.264931195379,-20.4460769204674
-5,-70,-20.1791220767004,12.9120374858289
85,45,44.3306384765211,-15.6932587447532
65,-35,8.30709787474457,-63.8433970586493
-70,65,-45.1112047262764,-46.1409012468132
15,0,-89.7352714066723,-106.255390154341
-20,-50,38.4783007973537,-28.9844622373026
-10,-5,-31.236504943274,-23.6252065435616
20,85,-25.9013688943864,-11.6449973948078
-80,-40,-180.56626329868,56.7704979614302
45,-75,-10.38725259881,-121.558853460274
-20,25,5.99013739002869,10.3741990198498
-25,65,-41.8061629480806,-38.346073135184
35,-80,-40.7615575435168,-37.3441155347182
90,-25,-24.053340941489,42.9088634039335
90,25,3.13746335056877,-11.0668775295166
-45,85,20.5735016416304,-8.05439385778477
-10,20,-3.7402605815208,-22.4864086305936
-85,60,-65.5905580573539,-10.4544115222354
50,30,-12.6209902591379,54.8075267789423
-15,-60,-10.2333541778802,25.999641720821
40,20,10.9556818632781,-31.4042910594236
35,25,-12.5579965597447,-10.3293911396348
25,80,-28.1858415911866,51.8177110839554
35,-5,-53.9190428159305,54.2036034870922
-45,-90,-8.2855040801079,17.5062523804208
-10,65,-18.0966117484142,-57.0351494936414
50,-20,-103.085345415594,-11.0910779709419
-55,55,18.3286403450756,30.2030927374101
85,-20,-114.603992301685,37.1834866587345
-20,70,-10.1085285015401,-33.5867372806389
